file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
c14140334714625be71b73008adf8f54c878e3c9f979c3e58d6518fb5efdf485.exe,0.6546,MALWARE,SUSPICIOUS,0.0105,0.274,0.0421,0.3629,0.0894,0.3496,0.0568,0.2766,0.0497,0.3158,5.5,0,0,0,1,0.2661
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.0352,MALWARE,BENIGN,0.0254,0.0177,0.0336,0.0243,0.053,0.022,0.0395,0.0218,0.0379,0.0214,6.83,0,0,0,1,0.0164
171c9a82171f9092fbc4b9d80af92448c9d2b6ebe00e14ceef0e5259b92578c7_9222.exe,0.5654,MALWARE,SUSPICIOUS,0.178,0.2735,0.3639,0.2473,0.1875,0.243,0.1057,0.2628,0.2088,0.2567,7.63,0,0,0,1,0.0479
2bcc8e7439a0170a9adb90d9deeec8675027ac39509a8aea8494700abbdb37b8.exe,0.6654,MALWARE,SUSPICIOUS,0.8685,0.1479,0.4708,0.0061,0.655,0.0249,0.669,0.0389,0.6658,0.0545,7.23,1,0,0,150,0.6114
85a18f6e3b67c2ebfa27e559515140171348085a4929f95531df15edccd3c4d8.exe,0.3465,MALWARE,BENIGN,0.329,0.0716,0.1431,0.0651,0.287,0.0843,0.2095,0.0776,0.2421,0.0746,6.41,0,0,0,0,0.1675
bcb5833e9b9ff99e6d2001552ad663f511bc57af02ca6ecacb188130fd8d753f.exe,0.0331,MALWARE,BENIGN,0.0334,0.0177,0.0298,0.0243,0.0161,0.022,0.0251,0.0218,0.0261,0.0214,7.43,0,0,0,1,0.0047
6bfaba7f6d10242872a5616340c1e6beba3b2d285d59ed79b63272ea1f2c968e.exe,0.031,MALWARE,BENIGN,0.0129,0.0177,0.0195,0.0243,0.0452,0.022,0.0441,0.0218,0.0304,0.0214,4.29,0,0,0,1,0.009
60ab87df9a77924e9f12484fa94f63fa4bb4c646072cf4b002492f59b1ee0103.exe,0.2559,MALWARE,BENIGN,0.2189,0.1088,0.1501,0.2473,0.2777,0.2368,0.8716,0.1155,0.3796,0.1771,7.25,0,0,0,34,0.2025
482754d66d01aa3579f007c2b3c3d0591865eb60ba60b9c28c66fe6f4ac53c52.exe,0.3523,MALWARE,BENIGN,0.0095,0.0177,0.4513,0.0243,0.1093,0.022,0.0116,0.0218,0.1454,0.0214,5.93,0,0,0,1,0.124
VirusShare_631642b3ebcc9970ae58228f8987f0ec.exe,0.5101,MALWARE,BENIGN,0.1555,0.3392,0.2296,0.1995,0.1806,0.243,0.099,0.2628,0.1662,0.2611,4.51,0,0,0,92,0.095
