file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
resutils.dll,0.7,BENIGN,RANSOMWARE,0.0176,0.8674,0.0055,0.7788,0.0026,0.7817,0.0515,0.8541,0.0193,0.8205,6.62,0,0,0,227,0.8012
edit.dll,0.7,BENIGN,RANSOMWARE,0.0209,0.7117,0.0121,0.8518,0.0146,0.8254,0.128,0.8165,0.0439,0.8014,6.06,0,0,0,87,0.7575
rjvclassicapp.dll,0.7,BENIGN,RANSOMWARE,0.0083,0.8637,0.0,0.7472,0.0,0.5677,0.0156,0.8541,0.006,0.7582,6.36,0,0,0,282,0.7522
CNET_34060.exe,0.8011,BENIGN,RANSOMWARE,0.4798,0.0559,0.314,0.027,0.4366,0.02,0.1661,0.0622,0.3491,0.0413,8.0,0,0,0,1,0.3078
CNET_22006.exe,0.7,BENIGN,RANSOMWARE,0.0448,0.8674,0.0369,0.7788,0.0871,0.7817,0.1414,0.8206,0.0775,0.8121,7.65,0,0,0,1,0.7346
MRT.exe,0.7,BENIGN,RANSOMWARE,0.6899,0.3297,0.314,0.675,0.1854,0.5677,0.5976,0.8029,0.4467,0.5938,7.53,0,0,0,275,0.1471
InputPersonalization.exe,0.7,BENIGN,RANSOMWARE,0.0075,0.8936,0.0042,0.7199,0.0042,0.7184,0.0515,0.8541,0.0169,0.7965,6.06,0,0,0,265,0.7797
setreg.exe,0.8909,BENIGN,RANSOMWARE,0.3995,0.2078,0.5724,0.1971,0.5124,0.174,0.9255,0.0883,0.6025,0.1668,6.51,1,0,0,51,0.4357
Sourceforge_190.exe,0.7273,BENIGN,RANSOMWARE,0.0541,0.0181,0.2179,0.0218,0.1511,0.0208,0.023,0.0185,0.1115,0.0198,6.14,0,0,0,1,0.0917
CNET_43455.exe,0.7651,BENIGN,RANSOMWARE,0.5349,0.0559,0.4308,0.027,0.4529,0.02,0.1809,0.0622,0.3999,0.0413,8.0,0,0,0,1,0.3586
