file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_22006.exe,0.7,BENIGN,RANSOMWARE,0.0633,0.8296,0.2401,0.7264,0.1119,0.7477,0.2734,0.8129,0.1722,0.7791,7.65,0,0,0,1,0.607
InputPersonalization.exe,0.7,BENIGN,RANSOMWARE,0.0063,0.8999,0.0137,0.8264,0.0057,0.6632,0.016,0.8158,0.0104,0.8013,6.06,0,0,0,265,0.7909
InstallOptions.dll,0.5959,BENIGN,SUSPICIOUS,0.2938,0.2671,0.7455,0.2831,0.4919,0.2357,0.5881,0.2789,0.5298,0.2662,5.47,1,0,0,80,0.2636
CNET_252100.exe,0.7,BENIGN,RANSOMWARE,0.154,0.8573,0.2497,0.8264,0.1034,0.7477,0.1489,0.8129,0.164,0.8111,7.86,0,0,0,1,0.6471
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0633,0.8296,0.1089,0.7264,0.0453,0.7477,0.0864,0.8129,0.076,0.7791,7.88,0,0,0,1,0.7031
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,0.7435,BENIGN,RANSOMWARE,0.5922,0.0217,0.3835,0.0206,0.3357,0.0253,0.6236,0.0226,0.4837,0.0226,6.14,0,0,0,0,0.4612
CNET_100363.exe,0.7,BENIGN,RANSOMWARE,0.0354,0.8296,0.079,0.7264,0.0382,0.7477,0.0818,0.8129,0.0586,0.7791,7.53,0,0,0,1,0.7206
WofTasks.dll,0.5247,BENIGN,SUSPICIOUS,0.0337,0.1773,0.0398,0.4006,0.0324,0.374,0.07,0.439,0.044,0.3477,5.49,1,0,0,88,0.3038
Sourceforge_2538.exe,0.8137,BENIGN,RANSOMWARE,0.3269,0.0215,0.1801,0.0228,0.2839,0.0253,0.1301,0.0226,0.2303,0.0231,7.13,0,0,0,1,0.2072
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.8553,BENIGN,RANSOMWARE,0.6914,0.0217,0.546,0.0206,0.6479,0.0253,0.6872,0.0226,0.6431,0.0226,5.97,0,0,0,0,0.6206
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0,0.8936,0.0093,0.7264,0.0003,0.7477,0.0131,0.8084,0.0057,0.794,6.22,0,0,0,128,0.7883
windows.cortana.onecore.dll,0.7,BENIGN,RANSOMWARE,0.0018,0.7657,0.0,0.8264,0.0,0.6143,0.0,0.8193,0.0004,0.7564,6.24,0,0,0,205,0.756
git-bash.exe,0.7,BENIGN,RANSOMWARE,0.2714,0.2378,0.3565,0.5271,0.3439,0.6622,0.3326,0.6321,0.3261,0.5148,7.55,0,0,0,86,0.1887
Sourceforge_3362.exe,0.5393,BENIGN,SUSPICIOUS,0.194,0.2135,0.6814,0.1554,0.4422,0.2129,0.6255,0.1969,0.4858,0.1946,5.35,0,0,0,57,0.2912
msys-pcre2-posix-3.dll,0.5812,BENIGN,SUSPICIOUS,0.0164,0.0768,0.0522,0.3832,0.0327,0.2768,0.0291,0.3773,0.0326,0.2785,4.08,0,0,0,19,0.2459
spinf.dll,0.7,BENIGN,RANSOMWARE,0.0448,0.9052,0.0682,0.7966,0.0255,0.5778,0.1103,0.8084,0.0622,0.772,6.46,1,0,0,94,0.7098
ResBParser.dll,0.7,BENIGN,RANSOMWARE,0.3336,0.2378,0.6037,0.3407,0.475,0.2357,0.8955,0.3175,0.5769,0.2829,6.02,0,0,0,74,0.294
xgboost.dll,0.8186,BENIGN,RANSOMWARE,0.2642,0.5119,0.2295,0.7264,0.1353,0.5778,0.3837,0.7815,0.2532,0.6494,6.74,0,0,0,213,0.3962
AVGBrowserInstaller.exe,0.7,BENIGN,RANSOMWARE,0.8559,0.2319,0.8975,0.2052,0.5621,0.2357,0.9905,0.2558,0.8265,0.2321,8.0,0,0,0,55,0.5944
msedge.dll,0.7,BENIGN,RANSOMWARE,0.0544,0.025,0.0717,0.0944,0.2167,0.0942,0.2346,0.078,0.1443,0.0729,6.71,0,1,0,512,0.0714
DosGlob.dll,0.5824,BENIGN,SUSPICIOUS,0.0169,0.0768,0.0522,0.3832,0.0327,0.2768,0.027,0.3773,0.0322,0.2785,3.55,0,0,0,19,0.2463
gnsdk_fp.dll,0.8049,BENIGN,RANSOMWARE,0.3826,0.9453,0.7725,0.8264,0.4487,0.83,0.8427,0.8158,0.6116,0.8544,6.82,0,0,0,86,0.2428
NSIS.exe,0.721,BENIGN,RANSOMWARE,0.3745,0.9453,0.3315,0.8538,0.1102,0.749,0.5796,0.8314,0.3489,0.8449,6.54,1,0,0,162,0.496
secproc_isv.dll,0.518,BENIGN,SUSPICIOUS,0.258,0.2811,0.2311,0.256,0.2358,0.2357,0.3837,0.2342,0.2771,0.2518,7.0,0,0,0,138,0.0254
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.7,BENIGN,RANSOMWARE,0.3826,0.1707,0.559,0.3092,0.3741,0.268,0.646,0.304,0.4904,0.263,7.8,0,0,0,0,0.2274
graywallsetup.exe,0.7938,BENIGN,RANSOMWARE,0.0705,0.5328,0.6184,0.8865,0.091,0.8059,0.5065,0.7844,0.3216,0.7524,7.98,0,0,0,83,0.4308
modemui.dll,0.7,BENIGN,RANSOMWARE,0.0182,0.8999,0.1688,0.8264,0.0324,0.6632,0.2649,0.8158,0.1211,0.8013,5.84,0,0,0,166,0.6803
Sourceforge_7745.exe,0.8537,BENIGN,RANSOMWARE,0.1124,0.0215,0.2236,0.0228,0.2723,0.0253,0.0935,0.0226,0.1754,0.0231,6.96,0,0,0,1,0.1524
fnmatch.dll,0.5783,BENIGN,SUSPICIOUS,0.0155,0.0768,0.0522,0.3832,0.041,0.2768,0.0291,0.3773,0.0344,0.2785,3.99,0,0,0,19,0.2441
Sourceforge_6858.exe,0.6201,BENIGN,SUSPICIOUS,0.0424,0.0215,0.2278,0.0228,0.2324,0.0253,0.1699,0.0226,0.1681,0.0231,3.01,0,0,0,1,0.1451
TableTextService.dll,0.7,BENIGN,RANSOMWARE,0.0164,0.8936,0.0225,0.7264,0.0167,0.7477,0.0438,0.8084,0.0248,0.794,4.12,0,0,0,196,0.7692
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0024,0.9453,0.0,0.8264,0.0003,0.83,0.0,0.8158,0.0007,0.8544,6.2,0,0,0,352,0.8537
