file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
edit.dll,0.7,BENIGN,RANSOMWARE,0.0392,0.6952,0.0195,0.834,0.0293,0.7646,6.06,0,0,0,87,0.7353
CNET_34060.exe,0.5658,BENIGN,SUSPICIOUS,0.4636,0.0643,0.2732,0.0201,0.3684,0.0422,8.0,0,0,0,1,0.3262
CNET_22006.exe,0.7,BENIGN,RANSOMWARE,0.0354,0.8567,0.0646,0.7656,0.05,0.8111,7.65,0,0,0,1,0.7611
MRT.exe,0.8424,BENIGN,RANSOMWARE,0.5596,0.3287,0.223,0.5312,0.3913,0.4299,7.53,0,0,0,275,0.0386
InputPersonalization.exe,0.7,BENIGN,RANSOMWARE,0.0077,0.891,0.008,0.7564,0.0079,0.8237,6.06,0,0,0,265,0.8158
setreg.exe,0.7143,BENIGN,RANSOMWARE,0.4203,0.2216,0.6255,0.1931,0.5229,0.2073,6.51,1,0,0,51,0.3156
Sourceforge_190.exe,0.6361,BENIGN,SUSPICIOUS,0.0354,0.0216,0.2321,0.0243,0.1338,0.0229,6.14,0,0,0,1,0.1108
CNET_29769.exe,0.6156,BENIGN,SUSPICIOUS,0.3475,0.0643,0.3442,0.0201,0.3459,0.0422,7.96,0,0,0,1,0.3036
InstallOptions.dll,0.6415,BENIGN,SUSPICIOUS,0.3278,0.2641,0.5608,0.2398,0.4443,0.252,5.47,1,0,0,80,0.1923
Dashlane_Launcher.exe,0.8614,BENIGN,RANSOMWARE,0.8421,0.2222,0.8866,0.1931,0.8644,0.2077,7.9,1,0,0,154,0.6567
CNET_252100.exe,0.7,BENIGN,RANSOMWARE,0.1454,0.8567,0.1497,0.7656,0.1475,0.8111,7.86,0,0,0,1,0.6636
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0339,0.8567,0.0327,0.7656,0.0333,0.8111,7.88,0,0,0,1,0.7778
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,0.8273,BENIGN,RANSOMWARE,0.616,0.0216,0.4135,0.0323,0.5148,0.0269,6.14,0,0,0,0,0.4878
2085.exe,0.6671,BENIGN,SUSPICIOUS,0.0947,0.242,0.3137,0.2268,0.2042,0.2344,7.6,0,0,0,1,0.0302
Sourceforge_344.exe,0.8656,BENIGN,RANSOMWARE,0.3051,0.0216,0.6317,0.0243,0.4684,0.0229,2.84,0,0,0,1,0.4455
CNET_100363.exe,0.7,BENIGN,RANSOMWARE,0.0354,0.8567,0.0518,0.7656,0.0436,0.8111,7.53,0,0,0,1,0.7675
Sourceforge_7313.exe,0.6212,BENIGN,SUSPICIOUS,0.1269,0.0216,0.2874,0.0243,0.2072,0.0229,7.23,0,0,0,1,0.1842
snxhk.dll,0.5519,BENIGN,SUSPICIOUS,0.4426,0.1292,0.26,0.1515,0.3513,0.1404,5.96,0,0,0,115,0.211
Sourceforge_2538.exe,0.6046,BENIGN,SUSPICIOUS,0.2004,0.0216,0.1815,0.0243,0.191,0.0229,7.13,0,0,0,1,0.168
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.9342,BENIGN,RANSOMWARE,0.7216,0.0216,0.7067,0.0323,0.7141,0.0269,5.97,0,0,0,0,0.6872
git-bash.exe,0.5592,BENIGN,SUSPICIOUS,0.2988,0.2222,0.3184,0.3182,0.3086,0.2702,7.55,0,0,0,86,0.0384
CNET_13111.exe,0.8348,BENIGN,RANSOMWARE,0.3759,0.4959,0.178,0.6534,0.277,0.5747,7.99,0,0,0,0,0.2977
CNET_19843.exe,0.6908,BENIGN,RANSOMWARE,0.0434,0.0216,0.2216,0.0243,0.1325,0.0229,4.06,0,0,0,1,0.1095
xgboost.dll,0.6702,BENIGN,SUSPICIOUS,0.2895,0.5131,0.1403,0.5967,0.2149,0.5549,6.74,0,0,0,213,0.34
AVGBrowserInstaller.exe,0.7,BENIGN,RANSOMWARE,0.8484,0.2222,0.6968,0.1931,0.7726,0.2077,8.0,0,0,0,55,0.565
msedge.dll,0.7,BENIGN,RANSOMWARE,0.0903,0.0266,0.1002,0.0724,0.0952,0.0495,6.71,0,1,0,512,0.0458
Sourceforge_841.exe,0.6212,BENIGN,SUSPICIOUS,0.1269,0.0216,0.2874,0.0243,0.2072,0.0229,7.23,0,0,0,1,0.1842
Sourceforge_1217.exe,0.6222,BENIGN,SUSPICIOUS,0.3241,0.242,0.3123,0.2268,0.3182,0.2344,5.43,0,0,0,1,0.0838
ir32_32original.dll,0.6983,BENIGN,RANSOMWARE,0.3243,0.5461,0.324,0.3492,0.3242,0.4476,5.13,0,0,0,53,0.1235
gnsdk_fp.dll,0.7,BENIGN,RANSOMWARE,0.3106,0.9619,0.3432,0.8261,0.3269,0.894,6.82,0,0,0,86,0.5671
NSIS.exe,0.7,BENIGN,RANSOMWARE,0.3617,0.9535,0.1351,0.7656,0.2484,0.8595,6.54,1,0,0,162,0.6111
mercury.exe,0.7525,BENIGN,RANSOMWARE,0.5327,0.7965,0.1461,0.5118,0.3394,0.6541,6.44,1,0,0,292,0.3147
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.983,BENIGN,RANSOMWARE,0.909,0.1701,0.9355,0.2075,0.9222,0.1888,7.8,0,0,0,0,0.7334
graywallsetup.exe,0.9629,BENIGN,RANSOMWARE,0.5311,0.6953,0.5833,0.8722,0.5572,0.7838,7.98,0,0,0,83,0.2265
modemui.dll,0.7,BENIGN,RANSOMWARE,0.0141,0.891,0.0504,0.7564,0.0323,0.8237,5.84,0,0,0,166,0.7914
Sourceforge_1496.exe,0.8798,BENIGN,RANSOMWARE,0.2684,0.2373,0.1674,0.3543,0.2179,0.2958,3.74,0,0,0,0,0.0779
CNET_17848.exe,0.7548,BENIGN,RANSOMWARE,0.0701,0.2373,0.121,0.3543,0.0956,0.2958,7.15,0,0,0,1,0.2003
