file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
resutils.dll,0.7,BENIGN,RANSOMWARE,0.024,0.8868,0.003,0.818,0.0135,0.8524,6.62,0,0,0,227,0.8389
edit.dll,0.7,BENIGN,RANSOMWARE,0.0713,0.5613,0.0193,0.8837,0.0453,0.7225,6.06,0,0,0,87,0.6773
CNET_22006.exe,0.8595,BENIGN,RANSOMWARE,0.1131,0.8028,0.0372,0.7869,0.0751,0.7948,7.65,0,0,0,1,0.7197
MRT.exe,0.5786,BENIGN,SUSPICIOUS,0.6356,0.3722,0.2903,0.6141,0.463,0.4932,7.53,0,0,0,275,0.0302
InputPersonalization.exe,0.7,BENIGN,RANSOMWARE,0.0146,0.9534,0.0053,0.7772,0.0099,0.8653,6.06,0,0,0,265,0.8553
InstallOptions.dll,0.5026,BENIGN,SUSPICIOUS,0.2357,0.4148,0.5232,0.2123,0.3795,0.3135,5.47,1,0,0,80,0.0659
Dashlane_Launcher.exe,0.7658,BENIGN,RANSOMWARE,0.8447,0.2201,0.819,0.1898,0.8318,0.205,7.9,1,0,0,154,0.6269
msjtes40.dll,0.7196,BENIGN,RANSOMWARE,0.3131,0.3984,0.241,0.2233,0.277,0.3108,6.15,0,0,0,118,0.0338
CNET_252100.exe,0.8761,BENIGN,RANSOMWARE,0.5533,0.8559,0.6739,0.8095,0.6136,0.8327,7.86,0,0,0,1,0.2191
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.1113,0.8028,0.0258,0.7869,0.0685,0.7948,7.88,0,0,0,1,0.7263
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,0.749,BENIGN,RANSOMWARE,0.6322,0.0183,0.2855,0.0753,0.4588,0.0468,6.14,0,0,0,0,0.4121
Sourceforge_344.exe,0.5451,BENIGN,SUSPICIOUS,0.0639,0.0183,0.6961,0.0228,0.38,0.0205,2.84,0,0,0,1,0.3595
CNET_100363.exe,0.7165,BENIGN,RANSOMWARE,0.101,0.8028,0.1013,0.7869,0.1011,0.7948,7.53,0,0,0,1,0.6937
MicrosoftEdgeUpdateSetup.exe,0.7969,BENIGN,RANSOMWARE,0.6284,0.2118,0.206,0.0393,0.4172,0.1256,7.93,0,0,0,142,0.2916
snxhk.dll,0.7568,BENIGN,RANSOMWARE,0.5922,0.1283,0.2855,0.176,0.4388,0.1521,5.96,0,0,0,115,0.2867
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0079,0.8861,0.0026,0.7869,0.0053,0.8365,6.22,0,0,0,128,0.8312
git-bash.exe,0.8473,BENIGN,RANSOMWARE,0.5655,0.5809,0.6242,0.7605,0.5949,0.6707,7.55,0,0,0,86,0.0759
Sourceforge_3362.exe,0.6097,BENIGN,SUSPICIOUS,0.2754,0.2201,0.1981,0.1116,0.2367,0.1659,5.35,0,0,0,57,0.0709
windows.media.ocr.dll,0.7,BENIGN,RANSOMWARE,0.0178,0.8861,0.0035,0.8626,0.0106,0.8743,6.79,0,0,0,247,0.8637
rastapi.dll,0.675,BENIGN,RANSOMWARE,0.1654,0.3984,0.0318,0.2233,0.0986,0.3108,6.62,0,0,0,117,0.2122
ResBParser.dll,0.8802,BENIGN,RANSOMWARE,0.7561,0.2542,0.5889,0.2233,0.6725,0.2388,6.02,0,0,0,74,0.4338
xgboost.dll,0.7598,BENIGN,RANSOMWARE,0.3863,0.782,0.1271,0.6894,0.2567,0.7357,6.74,0,0,0,213,0.479
AVGBrowserInstaller.exe,0.755,BENIGN,RANSOMWARE,0.8611,0.2253,0.4589,0.1856,0.66,0.2054,8.0,0,0,0,55,0.4546
msedge.dll,0.7,BENIGN,RANSOMWARE,0.1813,0.0863,0.3667,0.1399,0.274,0.1131,6.71,0,1,0,512,0.1609
FileZillaServer.exe,0.9852,BENIGN,RANSOMWARE,0.8477,0.782,0.6218,0.6532,0.7347,0.7176,6.46,0,0,0,176,0.0171
spfileq.dll,0.8549,BENIGN,RANSOMWARE,0.1695,0.9145,0.0359,0.3911,0.1027,0.6528,6.49,0,0,0,117,0.5501
msdbg2.dll,0.7928,BENIGN,RANSOMWARE,0.4488,0.0727,0.1058,0.0117,0.2773,0.0422,5.92,0,0,0,100,0.2351
ddodiag.exe,0.6363,BENIGN,SUSPICIOUS,0.1397,0.3984,0.1783,0.1275,0.159,0.2629,5.09,0,0,0,51,0.104
SystemPropertiesAdvanced.exe,0.4949,BENIGN,SUSPICIOUS,0.1062,0.3984,0.1155,0.2233,0.1109,0.3108,7.12,0,0,0,28,0.2
Sourceforge_1217.exe,0.8535,BENIGN,RANSOMWARE,0.2867,0.2201,0.3117,0.2233,0.2992,0.2217,5.43,0,0,0,1,0.0775
ir32_32original.dll,0.7779,BENIGN,RANSOMWARE,0.32,0.6952,0.3236,0.3292,0.3218,0.5122,5.13,0,0,0,53,0.1904
gnsdk_fp.dll,0.9981,BENIGN,RANSOMWARE,0.9167,0.9607,0.9083,0.8304,0.9125,0.8956,6.82,0,0,0,86,0.0169
NSIS.exe,0.9762,BENIGN,RANSOMWARE,0.8892,0.9662,0.3397,0.8095,0.6145,0.8879,6.54,1,0,0,162,0.2734
mercury.exe,0.8811,BENIGN,RANSOMWARE,0.5154,0.8861,0.1171,0.5091,0.3162,0.6976,6.44,1,0,0,292,0.3813
secproc_isv.dll,0.6673,BENIGN,RANSOMWARE,0.2883,0.3984,0.3071,0.2233,0.2977,0.3108,7.0,0,0,0,138,0.0131
w32.exe,0.9411,BENIGN,RANSOMWARE,0.551,0.3984,0.1761,0.1275,0.3636,0.2629,6.13,0,0,0,93,0.1006
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.9421,BENIGN,RANSOMWARE,0.876,0.18,0.9645,0.1275,0.9202,0.1537,7.8,0,0,0,0,0.7665
graywallsetup.exe,0.8203,BENIGN,RANSOMWARE,0.6158,0.7517,0.3993,0.8095,0.5076,0.7806,7.98,0,0,0,83,0.273
modemui.dll,0.7202,BENIGN,RANSOMWARE,0.0987,0.9534,0.09,0.7772,0.0943,0.8653,5.84,0,0,0,166,0.7709
Sourceforge_1496.exe,0.864,BENIGN,RANSOMWARE,0.1753,0.18,0.1988,0.3408,0.187,0.2604,3.74,0,0,0,0,0.0733
ir41_qcoriginal.dll,0.6493,BENIGN,RANSOMWARE,0.3867,0.3984,0.2408,0.2233,0.3137,0.3108,6.4,0,0,0,47,0.0029
UserInfo.dll,0.8377,BENIGN,RANSOMWARE,0.1101,0.2516,0.0738,0.3474,0.092,0.2995,3.34,0,0,0,17,0.2075
Sourceforge_6858.exe,0.5798,BENIGN,SUSPICIOUS,0.0638,0.0183,0.7579,0.0228,0.4108,0.0205,3.01,0,0,0,1,0.3903
TableTextService.dll,0.7,BENIGN,RANSOMWARE,0.0657,0.8861,0.0232,0.7869,0.0444,0.8365,4.12,0,0,0,196,0.7921
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0062,0.9607,0.0006,0.8304,0.0034,0.8956,6.2,0,0,0,352,0.8921
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0463,0.0039,0.0576,0.007,0.052,0.0055,6.09,0,1,0,1,0.0465
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0393,0.0039,0.0718,0.007,0.0556,0.0055,6.06,0,1,0,1,0.0501
tapi32.dll,0.7,BENIGN,RANSOMWARE,0.0082,0.9145,0.0094,0.8407,0.0088,0.8776,6.63,0,0,0,152,0.8688
CNET_224793.exe,0.9546,BENIGN,RANSOMWARE,0.4074,0.9823,0.2139,0.9945,0.3106,0.9884,7.63,1,0,0,291,0.6778
mintty.exe,0.9503,BENIGN,RANSOMWARE,0.1225,0.8861,0.098,0.9888,0.1103,0.9375,5.72,0,0,0,470,0.8272
widevinecdm.dll,0.8108,BENIGN,RANSOMWARE,0.8892,0.18,0.5136,0.0217,0.7014,0.1009,7.69,1,0,0,181,0.6006
