file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0584,0.8182,0.0224,0.8003,0.0404,0.8092,7.89,0,0,0,1,0.7688
2085.exe,0.4929,BENIGN,SUSPICIOUS,0.0849,0.2616,0.1806,0.2445,0.1327,0.253,7.6,0,0,0,1,0.1203
Sourceforge_6363.exe,0.7736,BENIGN,RANSOMWARE,0.0329,0.0052,0.2442,0.0059,0.1385,0.0056,5.06,0,0,0,1,0.133
TeamViewer_Note.exe,0.8626,BENIGN,RANSOMWARE,0.6714,0.1145,0.5211,0.116,0.5963,0.1153,5.31,0,0,0,105,0.481
wmprph.exe,0.7,BENIGN,RANSOMWARE,0.1017,0.9724,0.0253,0.8421,0.0635,0.9072,5.97,0,0,0,194,0.8437
CNET_102372.exe,0.8109,BENIGN,RANSOMWARE,0.1681,0.2616,0.3289,0.2445,0.2485,0.253,7.79,0,0,0,1,0.0045
DXSETUP.exe,0.7005,BENIGN,RANSOMWARE,0.7458,0.2674,0.6237,0.1445,0.6848,0.206,5.73,0,0,0,134,0.4788
Sourceforge_6088.exe,0.5266,BENIGN,SUSPICIOUS,0.1648,0.2616,0.2346,0.2445,0.1997,0.253,7.92,0,0,0,1,0.0534
CNET_13111.exe,0.5497,BENIGN,SUSPICIOUS,0.1751,0.3813,0.0923,0.5983,0.1337,0.4898,7.99,0,0,0,0,0.356
outicon.exe,0.6041,BENIGN,SUSPICIOUS,0.1525,0.0029,0.4478,0.0015,0.3002,0.0022,4.1,0,0,0,0,0.298
CNET_254911.exe,0.6201,BENIGN,SUSPICIOUS,0.1959,0.0052,0.2845,0.0059,0.2402,0.0056,6.95,0,0,0,1,0.2346
Sourceforge_5662.exe,0.7,BENIGN,RANSOMWARE,0.0584,0.8182,0.0224,0.8003,0.0404,0.8092,7.89,0,0,0,1,0.7688
testcon.exe,0.7,BENIGN,RANSOMWARE,0.1017,0.9447,0.0203,0.7735,0.061,0.8591,6.17,0,0,0,1617,0.7981
SmartScreenSettings.exe,0.7,BENIGN,RANSOMWARE,0.1696,0.9021,0.0266,0.8188,0.0981,0.8605,4.92,0,0,0,45,0.7624
FontCompiler.exe,0.6283,BENIGN,SUSPICIOUS,0.2265,0.3248,0.3841,0.2797,0.3053,0.3023,6.41,0,0,0,107,0.003
gui-64.exe,0.8322,BENIGN,RANSOMWARE,0.3836,0.8182,0.5647,0.6572,0.4742,0.7377,6.11,0,0,0,81,0.2635
CNET_236702.exe,0.8017,BENIGN,RANSOMWARE,0.1681,0.0492,0.4175,0.0614,0.2928,0.0553,3.69,0,0,0,1,0.2375
CortanaDssServer.exe,0.7,BENIGN,RANSOMWARE,0.1576,0.9021,0.0273,0.8188,0.0924,0.8605,5.75,0,0,0,86,0.768
limits.exe,0.7,BENIGN,RANSOMWARE,0.3998,0.3965,0.3439,0.3452,0.3718,0.3708,7.18,1,0,0,64,0.001
Sourceforge_7687.exe,0.7,BENIGN,RANSOMWARE,0.0845,0.8182,0.0452,0.8003,0.0649,0.8092,7.69,0,0,0,1,0.7444
PSEditor.exe,0.7,BENIGN,RANSOMWARE,0.0538,0.903,0.0074,0.7938,0.0306,0.8484,6.5,1,0,0,307,0.8178
CNET_10961.exe,0.7,BENIGN,RANSOMWARE,0.0536,0.8182,0.0143,0.8003,0.034,0.8092,7.13,0,0,0,1,0.7753
Update.exe,0.8467,BENIGN,RANSOMWARE,0.3836,0.4245,0.5211,0.2797,0.4523,0.3521,6.29,0,0,0,268,0.1002
1531.exe,0.498,BENIGN,SUSPICIOUS,0.1076,0.0193,0.1588,0.0201,0.1332,0.0197,7.24,0,0,0,1,0.1135
Sourceforge_7865.exe,0.4965,BENIGN,SUSPICIOUS,0.1237,0.0193,0.187,0.0201,0.1553,0.0197,3.67,0,0,0,1,0.1356
CNET_237179.exe,0.7,BENIGN,RANSOMWARE,0.051,0.0021,0.0452,0.0,0.0481,0.0011,6.13,0,1,0,0,0.047
CNET_204652.exe,0.7,BENIGN,RANSOMWARE,0.0227,0.8182,0.0182,0.8003,0.0205,0.8092,7.55,0,0,0,1,0.7888
CNET_245764.exe,0.6114,BENIGN,SUSPICIOUS,0.7533,0.3201,0.6745,0.13,0.7139,0.225,6.54,0,0,0,355,0.4889
CNET_45323.exe,0.7,BENIGN,RANSOMWARE,0.0766,0.8182,0.0477,0.8003,0.0622,0.8092,7.73,0,0,0,1,0.7471
CNET_104817.exe,0.7,BENIGN,RANSOMWARE,0.0403,0.8182,0.0209,0.8003,0.0306,0.8092,7.42,0,0,0,1,0.7787
mip.exe,0.7,BENIGN,RANSOMWARE,0.0799,0.9739,0.0229,0.936,0.0514,0.955,6.62,0,0,0,477,0.9035
