file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0627,0.8007,0.0178,0.7957,0.0402,0.7982,7.89,0,0,0,1,0.758
1199.exe,0.1442,BENIGN,SUSPICIOUS,0.1037,0.2628,0.0213,0.188,0.0625,0.2254,7.7,0,0,0,0,0.1629
fsynonym.exe,0.3172,BENIGN,RANSOMWARE,0.4133,0.6514,0.118,0.5435,0.2656,0.5974,6.61,0,0,0,0,0.3318
2085.exe,0.4388,BENIGN,RANSOMWARE,0.0978,0.2663,0.1609,0.2515,0.1294,0.2589,7.6,0,0,0,1,0.1295
Sourceforge_7812.exe,0.4346,BENIGN,RANSOMWARE,0.0889,0.2663,0.046,0.2515,0.0674,0.2589,7.56,0,0,0,1,0.1914
73.exe,0.1137,BENIGN,SUSPICIOUS,0.0213,0.0472,0.0269,0.149,0.0241,0.0981,4.76,0,0,0,0,0.074
Sourceforge_6479.exe,0.486,BENIGN,RANSOMWARE,0.0213,0.3205,0.0124,0.4618,0.0168,0.3912,6.22,0,0,0,1,0.3743
python.exe,0.2005,BENIGN,RANSOMWARE,0.0978,0.3126,0.0872,0.2834,0.0925,0.298,4.9,0,0,0,40,0.2055
t32.exe,0.3212,BENIGN,RANSOMWARE,0.3661,0.3126,0.281,0.2834,0.3235,0.298,6.11,0,0,0,78,0.0255
CNET_204651.exe,0.1486,BENIGN,SUSPICIOUS,0.0816,0.0472,0.1091,0.0581,0.0954,0.0527,6.23,0,0,0,1,0.0427
2457.exe,0.1233,BENIGN,SUSPICIOUS,0.0755,0.0207,0.0363,0.0214,0.0559,0.0211,7.14,0,0,0,1,0.0349
CNET_101202.exe,0.1507,BENIGN,SUSPICIOUS,0.0875,0.0207,0.1076,0.0214,0.0976,0.0211,7.02,0,0,0,1,0.0765
279.exe,0.4032,BENIGN,RANSOMWARE,0.0816,0.2663,0.0456,0.2515,0.0636,0.2589,7.59,0,0,0,1,0.1952
Sourceforge_408.exe,0.1048,BENIGN,SUSPICIOUS,0.0153,0.0472,0.0324,0.0581,0.0239,0.0527,5.63,0,0,0,1,0.0288
Sourceforge_5019.exe,0.5023,BENIGN,RANSOMWARE,0.105,0.0207,0.2219,0.0214,0.1634,0.0211,6.93,0,0,0,1,0.1424
Sourceforge_4240.exe,0.2253,BENIGN,RANSOMWARE,0.1996,0.8007,0.0977,0.6274,0.1486,0.7141,5.81,0,0,0,59,0.5654
CNET_203191.exe,0.1267,BENIGN,SUSPICIOUS,0.2199,0.2663,0.0273,0.2515,0.1236,0.2589,7.08,0,0,0,1,0.1353
Sourceforge_5086.exe,0.5654,BENIGN,RANSOMWARE,0.1067,0.0207,0.2284,0.0214,0.1676,0.0211,7.04,0,0,0,1,0.1465
CNET_17709.exe,0.1506,BENIGN,SUSPICIOUS,0.0785,0.0207,0.081,0.0214,0.0797,0.0211,7.26,0,0,0,1,0.0587
Ssms.exe,0.1976,BENIGN,SUSPICIOUS,0.1784,0.4292,0.0248,0.4236,0.1016,0.4264,6.22,1,0,0,120,0.3248
CNET_102372.exe,0.5761,BENIGN,RANSOMWARE,0.1037,0.2663,0.1302,0.2515,0.1169,0.2589,7.79,0,0,0,1,0.142
video.exe,0.1824,BENIGN,SUSPICIOUS,0.3166,0.0173,0.0957,0.0,0.2061,0.0086,6.8,0,0,0,112,0.1975
CNET_225792.exe,0.1686,BENIGN,SUSPICIOUS,0.1784,0.5492,0.0394,0.5417,0.1089,0.5455,6.76,0,0,0,1,0.4366
Sourceforge_7771.exe,0.6893,BENIGN,RANSOMWARE,0.0081,0.3205,0.0215,0.4618,0.0148,0.3912,5.23,0,0,0,1,0.3763
msiexec.exe,0.2042,BENIGN,RANSOMWARE,0.2406,0.8007,0.0977,0.6274,0.1691,0.7141,5.81,0,0,0,125,0.5449
WinMgmt.exe,0.1517,BENIGN,SUSPICIOUS,0.4896,0.3774,0.3274,0.1881,0.4085,0.2827,6.7,1,0,0,65,0.1258
pconfig.exe,0.3105,BENIGN,RANSOMWARE,0.4133,0.6514,0.1826,0.5435,0.2979,0.5974,6.7,0,0,0,0,0.2995
ORGCHART.EXE,0.5891,BENIGN,RANSOMWARE,0.79,0.4825,0.4538,0.2672,0.6219,0.3748,6.57,1,0,0,221,0.2471
CNET_255834.exe,0.2257,BENIGN,RANSOMWARE,0.0103,0.3205,0.0086,0.4618,0.0094,0.3912,5.84,0,0,0,1,0.3817
Sourceforge_2248.exe,0.1571,BENIGN,SUSPICIOUS,0.0263,0.0472,0.0363,0.0581,0.0313,0.0527,6.82,0,0,0,1,0.0214
Sourceforge_2045.exe,0.4032,BENIGN,RANSOMWARE,0.0816,0.2663,0.0456,0.2515,0.0636,0.2589,7.59,0,0,0,1,0.1952
Sourceforge_6088.exe,0.834,BENIGN,RANSOMWARE,0.1391,0.2663,0.3629,0.2515,0.251,0.2589,7.92,0,0,0,1,0.0079
softonic69.exe,0.2728,BENIGN,RANSOMWARE,0.1201,0.2663,0.0401,0.2515,0.0801,0.2589,7.87,0,0,0,1,0.1788
CNET_239019.exe,0.1559,BENIGN,SUSPICIOUS,0.1685,0.0035,0.1408,0.0016,0.1546,0.0025,7.17,0,0,0,1,0.1521
1789.exe,0.2625,BENIGN,RANSOMWARE,0.1335,0.2628,0.0448,0.188,0.0892,0.2254,7.73,0,0,0,0,0.1362
1906.exe,0.1155,BENIGN,SUSPICIOUS,0.0638,0.0472,0.0874,0.149,0.0756,0.0981,5.13,0,0,0,0,0.0225
CNET_13111.exe,0.4256,BENIGN,RANSOMWARE,0.1772,0.2663,0.0742,0.3881,0.1257,0.3272,7.99,0,0,0,0,0.2015
outicon.exe,0.1944,BENIGN,SUSPICIOUS,0.0737,0.0035,0.124,0.0016,0.0988,0.0025,4.1,0,0,0,0,0.0963
CNET_256345.exe,0.1105,BENIGN,SUSPICIOUS,0.1051,0.2628,0.0165,0.188,0.0608,0.2254,7.55,0,0,0,0,0.1646
Sourceforge_3256.exe,0.3011,BENIGN,RANSOMWARE,0.139,0.2663,0.0944,0.2515,0.1167,0.2589,7.9,0,0,0,1,0.1422
Sourceforge_5662.exe,0.7,BENIGN,RANSOMWARE,0.0627,0.8007,0.0178,0.7957,0.0402,0.7982,7.89,0,0,0,1,0.758
1730.exe,0.4118,BENIGN,RANSOMWARE,0.0742,0.0207,0.0802,0.0214,0.0772,0.0211,4.73,0,0,0,1,0.0561
CNET_248226.exe,0.2212,BENIGN,RANSOMWARE,0.1143,0.2663,0.0589,0.2515,0.0866,0.2589,7.59,0,0,0,1,0.1723
Sourceforge_7806.exe,0.1786,BENIGN,SUSPICIOUS,0.0684,0.2663,0.0411,0.2515,0.0547,0.2589,7.55,0,0,0,1,0.2041
