file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
c14140334714625be71b73008adf8f54c878e3c9f979c3e58d6518fb5efdf485.exe,0.4848,MALWARE,SUSPICIOUS,0.0127,0.3534,0.062,0.322,0.0761,0.3681,0.0301,0.243,0.0452,0.3216,5.5,0,0,0,1,0.2764
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.0371,MALWARE,BENIGN,0.0135,0.0175,0.0672,0.0212,0.0559,0.0209,0.0508,0.0183,0.0468,0.0195,6.83,0,0,0,1,0.0273
171c9a82171f9092fbc4b9d80af92448c9d2b6ebe00e14ceef0e5259b92578c7_9222.exe,0.5984,MALWARE,SUSPICIOUS,0.2347,0.2683,0.3084,0.2537,0.2539,0.2444,0.0667,0.2801,0.2159,0.2616,7.63,0,0,0,1,0.0457
85a18f6e3b67c2ebfa27e559515140171348085a4929f95531df15edccd3c4d8.exe,0.1118,MALWARE,BENIGN,0.3918,0.0736,0.121,0.0722,0.2467,0.0834,0.2386,0.0682,0.2495,0.0744,6.41,0,0,0,0,0.1752
bcb5833e9b9ff99e6d2001552ad663f511bc57af02ca6ecacb188130fd8d753f.exe,0.0272,MALWARE,BENIGN,0.0145,0.0175,0.0063,0.0212,0.0099,0.0209,0.0346,0.0183,0.0163,0.0195,7.43,0,0,0,1,0.0032
VirusShare_7b7f6d272f3c07cd10db43441df927e7.exe,0.5884,MALWARE,SUSPICIOUS,0.0789,0.0175,0.1582,0.0212,0.1329,0.0209,0.0354,0.0183,0.1014,0.0195,6.56,0,0,0,1,0.0819
6bfaba7f6d10242872a5616340c1e6beba3b2d285d59ed79b63272ea1f2c968e.exe,0.0374,MALWARE,BENIGN,0.0127,0.0175,0.0167,0.0212,0.0519,0.0209,0.0295,0.0183,0.0277,0.0195,4.29,0,0,0,1,0.0082
60ab87df9a77924e9f12484fa94f63fa4bb4c646072cf4b002492f59b1ee0103.exe,0.1464,MALWARE,BENIGN,0.2608,0.2344,0.1789,0.2537,0.3256,0.2271,0.7338,0.0927,0.3748,0.202,7.25,0,0,0,34,0.1728
88f6a6455f92255a189526e36aeb581c95c28dc5e26357e7667f871444a336ba.exe,0.1696,MALWARE,BENIGN,0.0976,0.0175,0.0831,0.0212,0.1805,0.0209,0.0639,0.0183,0.1063,0.0195,7.38,0,0,0,1,0.0868
e2cd9ed64fde196fd80804cf0fbbc235c82f4362b21cbcae9541f426b4c029d0_3252.exe,0.0335,MALWARE,BENIGN,0.1864,0.0073,0.1698,0.0008,0.2333,0.0021,0.1695,0.0223,0.1897,0.0081,6.05,0,0,0,193,0.1816
VirusShare_be8fcbe796af1267a45b9cba4ed08335.exe,0.0326,MALWARE,BENIGN,0.0115,0.0175,0.0245,0.0212,0.0274,0.0209,0.0296,0.0183,0.0233,0.0195,6.9,0,0,0,1,0.0038
d551a474ecf0b7d1ba6dda319e3b77fdecf39489eaf14b7d8837002f2d31387b.exe,0.0579,MALWARE,BENIGN,0.0955,0.2683,0.0351,0.2537,0.0248,0.2444,0.1448,0.2801,0.075,0.2616,7.99,0,0,0,1,0.1866
VirusShare_8441d32f80ef2c7772b25db4b95aab4f.exe,0.0175,MALWARE,BENIGN,0.0034,0.0736,0.0036,0.0722,0.0048,0.0834,0.0058,0.0682,0.0044,0.0744,5.25,0,0,0,1,0.07
dccc689c986e357d5dbdc987e72e6b8a0e9017cbf347449b27c84b8b7b9d507a.exe,0.6006,MALWARE,SUSPICIOUS,0.2819,0.4078,0.1318,0.6895,0.119,0.5066,0.1164,0.1788,0.1623,0.4457,3.88,0,0,0,28,0.2834
98c9e56cba271bf7b32fc17d7966d067d9b549594f8dc60c941f93346e376c00.exe,0.4471,MALWARE,BENIGN,0.1223,0.2683,0.1318,0.2537,0.166,0.2444,0.1521,0.2801,0.143,0.2616,7.95,0,0,0,1,0.1186
12cf510444fbe31d26b0d07046827713acff59310a677041d10a38baa5475bb9.exe,0.4247,MALWARE,BENIGN,0.0828,0.3534,0.0574,0.322,0.1033,0.3681,0.0342,0.243,0.0694,0.3216,3.01,0,0,0,1,0.2522
VirusShare_7207d7d308e600d53bc7a0b1536680aa.exe,0.0197,MALWARE,BENIGN,0.0112,0.0736,0.0059,0.0722,0.0083,0.0834,0.0291,0.0682,0.0136,0.0744,6.16,0,0,0,1,0.0608
deb43e7f95ff24a190394c9c92b56c33d31fd10c9a52c19694c5d45b2a60b7b5.exe,0.0215,MALWARE,BENIGN,0.0135,0.0175,0.0511,0.0212,0.0219,0.0209,0.0075,0.0183,0.0235,0.0195,4.24,0,0,0,1,0.004
1d28c4c85e241efbbe326051999b9a8e1d8eeb9a3322da5cb9a93c31c65bbb49_8856.exe,0.5138,MALWARE,SUSPICIOUS,0.2184,0.0175,0.3439,0.0212,0.1337,0.0209,0.017,0.0183,0.1783,0.0195,6.27,0,0,0,1,0.1588
81d7b2b6e5566698ac4465ef8e720ab06f53045fdfcf8b74be09cb118b8ab993.exe,0.0485,MALWARE,BENIGN,0.0195,0.0736,0.0855,0.0722,0.0668,0.0834,0.0301,0.0682,0.0505,0.0744,6.2,0,0,0,1,0.0239
23bdeb9ae6a8f414c33ed8baf2de46477d0bc7f469dd543d60332a04e0b7c039.exe,0.4361,MALWARE,BENIGN,0.1223,0.1372,0.1332,0.049,0.166,0.1765,0.1521,0.5399,0.1434,0.2256,7.95,0,0,0,1,0.0823
5ff8f64c4f30268e388f898e0540163158b5941f9c0900d50c4d2fd9d1062e4c.exe,0.2251,MALWARE,BENIGN,0.0955,0.2683,0.0831,0.2537,0.1329,0.2444,0.1177,0.2801,0.1073,0.2616,7.76,0,0,0,1,0.1543
94658982002db6acea22c68b7619f71154933effd6428a81a235aba6e2789328.exe,0.075,MALWARE,BENIGN,0.0214,0.0019,0.0395,0.0012,0.0866,0.0009,0.0475,0.0021,0.0488,0.0015,3.34,0,0,0,1,0.0472
e2cd9ed64fde196fd80804cf0fbbc235c82f4362b21cbcae9541f426b4c029d0.exe,0.0335,MALWARE,BENIGN,0.1864,0.0073,0.1698,0.0008,0.2333,0.0021,0.1695,0.0223,0.1897,0.0081,6.05,0,0,0,193,0.1816
Gas.exe,0.4193,MALWARE,BENIGN,0.0214,0.217,0.0714,0.1805,0.099,0.2554,0.025,0.423,0.0542,0.269,4.54,0,0,0,7,0.2148
bdbba6afa1fe6a41d85a712ddb48c6fb9057df42cc9e318ea582d5535008025c.exe,0.1582,MALWARE,BENIGN,0.0195,0.2683,0.0714,0.2537,0.0854,0.2444,0.0831,0.2801,0.0648,0.2616,7.59,0,0,0,1,0.1968
