file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
002b98b0bb7c65414327845f1c7324cfd80add0746a89994844e9ca7b2dfaee9.exe,0.5493,MALWARE,SUSPICIOUS,0.3057,0.2235,0.2613,0.3142,0.2835,0.2689,5.85,0,0,0,51,0.0146
3ee706f07d13cb9e617eac2b4442479634ab48f11005568c739c6dcab75052a4.exe,0.4053,MALWARE,BENIGN,0.3187,0.1356,0.5094,0.1511,0.4141,0.1434,7.07,0,0,0,121,0.2707
f32a14e2a7a2510862c04fdc2e9ae97bb4f444d33dc5394360ad3402548bf687.exe,0.6826,MALWARE,SUSPICIOUS,0.3765,0.199,0.3302,0.3069,0.3533,0.2529,7.36,0,0,0,1,0.1004
584e4ad4ef01550d20494b6929c4bdd29f0a0ab47066890f140b2d4e012734a1.exe,0.0057,MALWARE,BENIGN,0.0047,0.0176,0.0016,0.0204,0.0031,0.019,4.71,0,0,0,1,0.0159
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.0194,MALWARE,BENIGN,0.0187,0.0176,0.0302,0.0204,0.0245,0.019,6.83,0,0,0,1,0.0055
f8da280bb9f81028c14d1e156d6685cdb5f75219a60f645f72e520fb5e388712.exe,0.4686,MALWARE,BENIGN,0.022,0.0176,0.176,0.0204,0.099,0.019,5.16,0,0,0,1,0.08
a1211549b4e1a7befd953d03b4d929b3dc9f25ec6c1bc9c05ae92a0ec08fb77c.exe,0.0097,MALWARE,BENIGN,0.0059,0.0176,0.0041,0.0204,0.005,0.019,5.32,0,0,0,1,0.014
f70966e32d18a1e2ed51ebdcc6b985d8f7613febf0680639076c71ebeab6a350.exe,0.1149,MALWARE,BENIGN,0.0106,0.2987,0.0158,0.349,0.0132,0.3238,5.48,0,0,0,1,0.3107
cdf13a3de6cf91a1c47ea6eca971ef781847a85df0691c54484bcf41f5f211cb_1899.exe,0.4925,MALWARE,BENIGN,0.1329,0.0176,0.2093,0.0204,0.1711,0.019,2.61,0,0,0,1,0.1521
171c9a82171f9092fbc4b9d80af92448c9d2b6ebe00e14ceef0e5259b92578c7_9222.exe,0.4109,MALWARE,BENIGN,0.314,0.2235,0.249,0.2045,0.2815,0.214,7.63,0,0,0,1,0.0675
aedbddbf7494baaaf759a720d9cd17540d3c171b9cc52a02e0ef9a592bd9cd63.exe,0.2422,MALWARE,BENIGN,0.0338,0.0176,0.0936,0.0204,0.0637,0.019,7.34,0,0,0,1,0.0447
33c861023479ddcaea82f2daee9d0394f304d0c33ba210f4c3c53a93cf9a474c.exe,0.3825,MALWARE,BENIGN,0.118,0.2235,0.0936,0.2045,0.1058,0.214,7.84,0,0,0,1,0.1082
59e0ab333060b4e510db5d36d87f0fe267ab66b0881955649b06d91d6dd2d486.exe,0.2519,MALWARE,BENIGN,0.0255,0.0176,0.0689,0.0204,0.0472,0.019,7.43,0,0,0,1,0.0282
184dcab660427b846432e9e20b7d9caa98c0b91d00814f4258f73269d184f907.exe,0.5469,MALWARE,SUSPICIOUS,0.5105,0.8497,0.1547,0.7135,0.3326,0.7816,7.05,1,0,0,149,0.449
9f40b69060a52731107baec84a0c0f8a1bfc1a62e8471b9cd69509aade9cb7f1.exe,0.5195,MALWARE,BENIGN,0.0997,0.2235,0.2236,0.2045,0.1616,0.214,7.91,0,0,0,1,0.0524
2c85d7c4dd069fff494edd19387d56e54a52f6ef1b557f3d775f999410eb5a4d.exe,0.0014,MALWARE,BENIGN,0.0,0.0176,0.0016,0.0204,0.0008,0.019,5.51,0,0,0,1,0.0182
a16eecee6aa3bf02029cef722595b11c7d2088a02c4678cc23afb50badddfc5f.exe,0.001,MALWARE,BENIGN,0.0056,0.0036,0.0041,0.0049,0.0048,0.0042,5.2,0,0,0,1,0.0006
2bcc8e7439a0170a9adb90d9deeec8675027ac39509a8aea8494700abbdb37b8.exe,0.6244,MALWARE,SUSPICIOUS,0.7671,0.1327,0.5422,0.051,0.6546,0.0918,7.23,1,0,0,150,0.5628
VirusShare_122ddeb6b3879d9857689fcac2734267.exe,0.3006,MALWARE,BENIGN,0.189,0.8749,0.2021,0.6382,0.1955,0.7565,6.75,0,0,0,155,0.561
800b4455105a08833332092017909f9dd47bd4ebfb1cbddbe0b95658d03b8d64.exe,0.0177,MALWARE,BENIGN,0.0156,0.0176,0.0233,0.0204,0.0194,0.019,5.29,0,0,0,1,0.0004
1338408cf2fbb6f78b650f0d76aa3a9e18430b9887bc319880adb09268bbbbb1.exe,0.1644,MALWARE,BENIGN,0.0493,0.0284,0.2017,0.0082,0.1255,0.0183,6.39,1,0,0,120,0.1072
4a843cec82d350fe81db4cfbe43ee13dd69584a2031f362d523ac0ebc08a0fa9.dll,0.0408,MALWARE,BENIGN,0.0467,0.0036,0.0438,0.0049,0.0452,0.0042,7.15,0,0,0,1,0.041
