file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
482754d66d01aa3579f007c2b3c3d0591865eb60ba60b9c28c66fe6f4ac53c52_8956.exe,0.0093,MALWARE,BENIGN,0.0041,0.0193,0.0068,0.0201,0.0054,0.0197,5.93,0,0,0,1,0.0143
9215550ce3b164972413a329ab697012e909d543e8ac05d9901095016dd3fc6c.exe,0.6668,MALWARE,SUSPICIOUS,0.096,0.0193,0.1935,0.0201,0.1448,0.0197,7.32,0,0,0,1,0.1251
695114d5f50f7ec14eee514b7390c18de275b820f22af27139832b594f798f0c.exe,0.5955,MALWARE,SUSPICIOUS,0.2873,0.2616,0.2841,0.2445,0.2857,0.253,8.0,0,0,0,1,0.0326
8808a34a7eb0fa51a4a91580a0bd93403defa9747f10be3551b198abb1d92dd1.exe,0.2337,MALWARE,BENIGN,0.1267,0.0193,0.1805,0.0201,0.1536,0.0197,6.24,0,0,0,1,0.1339
506aa9e26a8962c561e5486356913ee40e53e5ea2434363e4b5827c126b0ce6c.exe,0.395,MALWARE,BENIGN,0.2265,0.1235,0.2539,0.0824,0.2402,0.103,7.96,0,0,0,0,0.1372
8dd283ca012e7a70a2673d2cc211c6a616ff23bc5bd3599a1da077ba946a044c.exe,0.3193,MALWARE,BENIGN,0.0084,0.3055,0.0216,0.3935,0.015,0.3495,5.9,0,0,0,1,0.3345
c9205c28eabfe49b13e87c10a15850f1b65fb52b3c352fe34e59c5090df7f712.exe,0.5214,MALWARE,SUSPICIOUS,0.0186,0.3055,0.0452,0.3935,0.0319,0.3495,5.31,0,0,0,1,0.3176
429af841cbbe0d2c3ca26fc4e3b2aded08c42f6ed3577a27a0af241255efc68c.exe,0.3814,MALWARE,BENIGN,0.1535,0.275,0.1588,0.2911,0.1562,0.283,7.18,0,0,0,1,0.1269
VirusShare_1aad30f76693aa8ec2fd2a9314b02125.exe,0.3695,MALWARE,BENIGN,0.1708,0.2616,0.0923,0.2445,0.1316,0.253,7.8,0,0,0,1,0.1215
d970639946fd688735a558bea81262e1763fed2697238ff166b5592c85b088e8.exe,0.6498,MALWARE,SUSPICIOUS,0.0903,0.2374,0.296,0.32,0.1932,0.2787,5.72,0,0,0,1,0.0855
fa7ed15708d988e7f69b5628db9481816052efea29e93f1bd274a1d76006aee6.exe,0.0691,MALWARE,BENIGN,0.0203,0.0193,0.0406,0.0201,0.0305,0.0197,6.39,0,0,0,1,0.0107
a7018ff4aaaaebda06615da54ab7d3dcfe06ffda501254eb9654aa27152629bb.exe,0.235,MALWARE,BENIGN,0.1126,0.2616,0.0531,0.2445,0.0828,0.253,7.59,0,0,0,1,0.1702
bcb5833e9b9ff99e6d2001552ad663f511bc57af02ca6ecacb188130fd8d753f.exe,0.0219,MALWARE,BENIGN,0.026,0.0193,0.0118,0.0201,0.0189,0.0197,7.43,0,0,0,1,0.0008
1d28c4c85e241efbbe326051999b9a8e1d8eeb9a3322da5cb9a93c31c65bbb49_8856.exe,0.1556,MALWARE,BENIGN,0.1328,0.0193,0.1652,0.0201,0.149,0.0197,6.27,0,0,0,1,0.1293
482754d66d01aa3579f007c2b3c3d0591865eb60ba60b9c28c66fe6f4ac53c52.exe,0.0093,MALWARE,BENIGN,0.0041,0.0193,0.0068,0.0201,0.0054,0.0197,5.93,0,0,0,1,0.0143
