file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
CNET_29769.exe,0.5357,BENIGN,RANSOMWARE,0.4114,0.0595,0.4559,0.0188,0.4063,0.0186,0.2287,0.0232,0.3756,0.03,7.96,0,0,0,1,0.3456
InstallOptions.dll,0.416,BENIGN,SUSPICIOUS,0.2621,0.5205,0.3832,0.1905,0.4033,0.2553,0.633,0.2842,0.4204,0.3126,5.47,1,0,0,80,0.1078
CNET_252100.exe,0.7,BENIGN,RANSOMWARE,0.1937,0.8793,0.1589,0.8322,0.2357,0.8591,0.1981,0.8259,0.1966,0.8491,7.86,0,0,0,1,0.6525
modemui.dll,0.7,BENIGN,RANSOMWARE,0.0718,0.8732,0.0935,0.6064,0.0857,0.8078,0.1609,0.8259,0.103,0.7783,5.84,0,0,0,166,0.6753
Sourceforge_4547.exe,0.514,BENIGN,SUSPICIOUS,0.1658,0.2825,0.3118,0.2541,0.2709,0.2553,0.1756,0.2604,0.231,0.2631,7.62,0,0,0,1,0.0321
CNET_204657.exe,0.7,BENIGN,RANSOMWARE,0.0319,0.8438,0.0138,0.8201,0.0138,0.8591,0.0357,0.8259,0.0238,0.8372,6.66,0,0,0,1,0.8134
Sourceforge_7406.exe,0.7761,BENIGN,RANSOMWARE,0.0088,0.0187,0.1689,0.025,0.1295,0.0232,0.0097,0.0219,0.0792,0.0222,5.27,0,0,0,1,0.057
CNET_104817.exe,0.7,BENIGN,RANSOMWARE,0.0497,0.8438,0.0104,0.8201,0.0412,0.8591,0.1349,0.8259,0.059,0.8372,7.42,0,0,0,1,0.7782
vps_helper.exe,0.4635,BENIGN,SUSPICIOUS,0.3244,0.0865,0.4317,0.0238,0.4155,0.0874,0.3565,0.0975,0.382,0.0738,6.42,0,0,0,191,0.3083
AvLaunch.exe,0.69,BENIGN,RANSOMWARE,0.6493,0.0595,0.5195,0.0061,0.7364,0.0058,0.632,0.0219,0.6343,0.0233,6.64,0,0,0,323,0.6109
Sourceforge_4546.exe,0.3837,BENIGN,SUSPICIOUS,0.044,0.0187,0.4137,0.025,0.181,0.0232,0.0941,0.0219,0.1832,0.0222,6.15,0,0,0,1,0.161
