file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
002b98b0bb7c65414327845f1c7324cfd80add0746a89994844e9ca7b2dfaee9.exe,0.5531,MALWARE,SUSPICIOUS,0.3533,0.2287,0.2992,0.2329,0.2955,0.2031,0.0515,0.3513,0.2499,0.254,5.85,0,0,0,51,0.0041
584e4ad4ef01550d20494b6929c4bdd29f0a0ab47066890f140b2d4e012734a1.exe,0.0051,MALWARE,BENIGN,0.0042,0.0181,0.0026,0.0218,0.0027,0.0208,0.0102,0.0185,0.0049,0.0198,4.71,0,0,0,1,0.0149
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.0305,MALWARE,BENIGN,0.015,0.0181,0.0306,0.0218,0.0351,0.0208,0.0591,0.0185,0.0349,0.0198,6.83,0,0,0,1,0.0151
a1211549b4e1a7befd953d03b4d929b3dc9f25ec6c1bc9c05ae92a0ec08fb77c.exe,0.0149,MALWARE,BENIGN,0.0069,0.0181,0.0055,0.0218,0.01,0.0208,0.0102,0.0185,0.0081,0.0198,5.32,0,0,0,1,0.0117
f70966e32d18a1e2ed51ebdcc6b985d8f7613febf0680639076c71ebeab6a350.exe,0.6463,MALWARE,SUSPICIOUS,0.0094,0.3091,0.0223,0.3649,0.0168,0.3555,0.0127,0.2429,0.0153,0.3181,5.48,0,0,0,1,0.3028
171c9a82171f9092fbc4b9d80af92448c9d2b6ebe00e14ceef0e5259b92578c7_9222.exe,0.5788,MALWARE,SUSPICIOUS,0.3564,0.2287,0.253,0.2329,0.2412,0.2295,0.0817,0.2429,0.2331,0.2335,7.63,0,0,0,1,0.0004
aedbddbf7494baaaf759a720d9cd17540d3c171b9cc52a02e0ef9a592bd9cd63.exe,0.4257,MALWARE,BENIGN,0.0415,0.0181,0.1091,0.0218,0.1556,0.0208,0.0988,0.0185,0.1012,0.0198,7.34,0,0,0,1,0.0814
33c861023479ddcaea82f2daee9d0394f304d0c33ba210f4c3c53a93cf9a474c.exe,0.3573,MALWARE,BENIGN,0.1773,0.2287,0.1666,0.2329,0.1116,0.2295,0.1786,0.2429,0.1585,0.2335,7.84,0,0,0,1,0.075
59e0ab333060b4e510db5d36d87f0fe267ab66b0881955649b06d91d6dd2d486.exe,0.0477,MALWARE,BENIGN,0.0271,0.0181,0.0705,0.0218,0.0486,0.0208,0.0739,0.0185,0.055,0.0198,7.43,0,0,0,1,0.0352
8d2f2ee24882afe11f50e3d6d9400e35fa66724b321cb9f5a246baf63cbc1788.exe,0.3369,MALWARE,BENIGN,0.2001,0.0181,0.3587,0.0218,0.158,0.0208,0.0591,0.0185,0.194,0.0198,7.1,0,0,0,1,0.1742
ec368752c2cf3b23efbfa5705f9e582fc9d6766435a7b8eea8ef045082c6fbce.exe,0.1643,MALWARE,BENIGN,0.5909,0.0691,0.2491,0.0743,0.3042,0.0795,0.4844,0.0759,0.4071,0.0747,5.91,0,0,0,3,0.3325
2c85d7c4dd069fff494edd19387d56e54a52f6ef1b557f3d775f999410eb5a4d.exe,0.0019,MALWARE,BENIGN,0.0,0.0181,0.0033,0.0218,0.0026,0.0208,0.0,0.0185,0.0015,0.0198,5.51,0,0,0,1,0.0183
a16eecee6aa3bf02029cef722595b11c7d2088a02c4678cc23afb50badddfc5f.exe,0.0028,MALWARE,BENIGN,0.0048,0.0036,0.0093,0.0049,0.0077,0.0055,0.0102,0.0054,0.008,0.0049,5.2,0,0,0,1,0.0031
2bcc8e7439a0170a9adb90d9deeec8675027ac39509a8aea8494700abbdb37b8.exe,0.5224,MALWARE,SUSPICIOUS,0.757,0.108,0.5591,0.0211,0.7564,0.0243,0.6636,0.2429,0.684,0.0991,7.23,1,0,0,150,0.585
800b4455105a08833332092017909f9dd47bd4ebfb1cbddbe0b95658d03b8d64.exe,0.0364,MALWARE,BENIGN,0.015,0.0181,0.0327,0.0218,0.0237,0.0208,0.0172,0.0185,0.0221,0.0198,5.29,0,0,0,1,0.0023
1338408cf2fbb6f78b650f0d76aa3a9e18430b9887bc319880adb09268bbbbb1.exe,0.0608,MALWARE,BENIGN,0.0337,0.058,0.3104,0.0073,0.1255,0.0048,0.4878,0.0727,0.2393,0.0357,6.39,1,0,0,120,0.2036
4a843cec82d350fe81db4cfbe43ee13dd69584a2031f362d523ac0ebc08a0fa9.dll,0.0277,MALWARE,BENIGN,0.0503,0.0036,0.0379,0.0049,0.0262,0.0055,0.0292,0.0054,0.0359,0.0049,7.15,0,0,0,1,0.0311
