file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0642,0.8455,0.0448,0.8507,0.0545,0.8481,7.89,0,0,0,1,0.7936
t32.exe,0.5165,BENIGN,RANSOMWARE,0.3293,0.3332,0.4058,0.2895,0.3676,0.3114,6.11,0,0,0,78,0.0562
TeamViewer_Note.exe,0.5017,BENIGN,RANSOMWARE,0.7094,0.0945,0.464,0.1366,0.5867,0.1155,5.31,0,0,0,105,0.4712
wmprph.exe,0.7,BENIGN,RANSOMWARE,0.1218,0.9752,0.0226,0.8254,0.0722,0.9003,5.97,0,0,0,194,0.8281
CNET_102372.exe,0.78,BENIGN,RANSOMWARE,0.1759,0.2466,0.2283,0.237,0.2021,0.2418,7.79,0,0,0,1,0.0397
CNET_255834.exe,0.6534,BENIGN,RANSOMWARE,0.0073,0.3229,0.0085,0.4204,0.0079,0.3717,5.84,0,0,0,1,0.3637
DXSETUP.exe,0.8189,BENIGN,RANSOMWARE,0.7544,0.2657,0.6733,0.2146,0.7138,0.2402,5.73,0,0,0,134,0.4736
Sourceforge_6088.exe,0.7947,BENIGN,RANSOMWARE,0.2022,0.2466,0.5401,0.237,0.3712,0.2418,7.92,0,0,0,1,0.1294
CNET_13111.exe,0.7237,BENIGN,RANSOMWARE,0.218,0.3293,0.111,0.5262,0.1645,0.4278,7.99,0,0,0,0,0.2632
Sourceforge_3256.exe,0.4765,BENIGN,RANSOMWARE,0.1218,0.2466,0.1084,0.237,0.1151,0.2418,7.9,0,0,0,1,0.1267
Sourceforge_5662.exe,0.7,BENIGN,RANSOMWARE,0.0642,0.8455,0.0448,0.8507,0.0545,0.8481,7.89,0,0,0,1,0.7936
SmartScreenSettings.exe,0.7,BENIGN,RANSOMWARE,0.1866,0.9139,0.0312,0.8096,0.1089,0.8617,4.92,0,0,0,45,0.7528
Sourceforge_2411.exe,0.6513,BENIGN,RANSOMWARE,0.0507,0.0176,0.1366,0.0182,0.0936,0.0179,4.18,0,0,0,1,0.0757
FontCompiler.exe,0.6912,BENIGN,RANSOMWARE,0.2022,0.3332,0.3759,0.2895,0.289,0.3114,6.41,0,0,0,107,0.0223
Sourceforge_2337.exe,0.6777,BENIGN,RANSOMWARE,0.1651,0.0176,0.2508,0.0182,0.2079,0.0179,7.11,0,0,0,1,0.19
gui-64.exe,0.6902,BENIGN,RANSOMWARE,0.5422,0.8455,0.6045,0.6641,0.5734,0.7548,6.11,0,0,0,81,0.1814
CNET_236702.exe,0.709,BENIGN,RANSOMWARE,0.149,0.049,0.3628,0.0558,0.2559,0.0524,3.69,0,0,0,1,0.2035
CortanaDssServer.exe,0.7,BENIGN,RANSOMWARE,0.1702,0.9139,0.0201,0.8096,0.0952,0.8617,5.75,0,0,0,86,0.7666
limits.exe,0.6638,BENIGN,RANSOMWARE,0.8768,0.4615,0.9097,0.4806,0.8933,0.4711,7.18,1,0,0,64,0.4222
Sourceforge_7687.exe,0.7,BENIGN,RANSOMWARE,0.1056,0.8455,0.0714,0.8507,0.0885,0.8481,7.69,0,0,0,1,0.7596
vnetstats.exe,0.488,BENIGN,RANSOMWARE,0.2607,0.2466,0.4014,0.1796,0.3311,0.2131,5.96,0,0,0,102,0.118
PSEditor.exe,0.7,BENIGN,RANSOMWARE,0.1568,0.9594,0.0092,0.8254,0.083,0.8924,6.5,1,0,0,307,0.8094
CNET_10961.exe,0.7,BENIGN,RANSOMWARE,0.0474,0.8455,0.0135,0.8507,0.0305,0.8481,7.13,0,0,0,1,0.8176
Update.exe,0.7694,BENIGN,RANSOMWARE,0.2607,0.4602,0.4295,0.3973,0.3451,0.4287,6.29,0,0,0,268,0.0836
2130.exe,0.7503,BENIGN,RANSOMWARE,0.0642,0.0176,0.1814,0.0182,0.1228,0.0179,6.17,0,0,0,1,0.1049
CNET_237179.exe,0.7,BENIGN,RANSOMWARE,0.0787,0.0034,0.0614,0.0,0.07,0.0017,6.13,0,1,0,0,0.0683
CNET_204652.exe,0.5362,BENIGN,RANSOMWARE,0.0352,0.8455,0.0189,0.8507,0.027,0.8481,7.55,0,0,0,1,0.8211
CNET_245764.exe,0.9284,BENIGN,RANSOMWARE,0.6862,0.2933,0.7251,0.1067,0.7056,0.2,6.54,0,0,0,355,0.5056
CNET_45323.exe,0.7,BENIGN,RANSOMWARE,0.1381,0.8455,0.0714,0.8507,0.1048,0.8481,7.73,0,0,0,1,0.7433
CNET_104817.exe,0.7,BENIGN,RANSOMWARE,0.0388,0.8455,0.0388,0.8507,0.0388,0.8481,7.42,0,0,0,1,0.8093
mip.exe,0.7,BENIGN,RANSOMWARE,0.2625,0.9876,0.118,0.9713,0.1903,0.9795,6.62,0,0,0,477,0.7892
