file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
002b98b0bb7c65414327845f1c7324cfd80add0746a89994844e9ca7b2dfaee9.exe,0.2962,MALWARE,BENIGN,0.1596,0.2542,0.3236,0.2233,0.2416,0.2388,5.85,0,0,0,51,0.0028
c14140334714625be71b73008adf8f54c878e3c9f979c3e58d6518fb5efdf485.exe,0.1067,MALWARE,BENIGN,0.0124,0.2201,0.0513,0.3408,0.0319,0.2805,5.5,0,0,0,1,0.2486
2f294d301d8bb9b947f41faf20df104710d5c4b2f469145d4e469ca7d1998b2f.exe,0.4407,MALWARE,BENIGN,0.4929,0.18,0.5733,0.3408,0.5331,0.2604,6.47,0,0,0,1,0.2727
546817e28100127124a0368050cbe6ecd1ea7a64c0bdfbef14823bb77404c42b_7619.exe,0.1682,MALWARE,BENIGN,0.0746,0.4855,0.1013,0.4413,0.088,0.4634,5.96,0,0,0,131,0.3754
b3e1e9d97d74c416c2a30dd11858789af5554cf2de62f577c13944a19623777d.exe,0.1803,MALWARE,BENIGN,0.2229,0.1413,0.4605,0.4137,0.3417,0.2775,6.32,0,0,0,323,0.0642
3ee706f07d13cb9e617eac2b4442479634ab48f11005568c739c6dcab75052a4.exe,0.2452,MALWARE,BENIGN,0.2686,0.1283,0.5119,0.176,0.3903,0.1521,7.07,0,0,0,121,0.2382
869c14299d4b52a3f5b28ee46d5ccb295808f2c0bdd73bd3027689b0378baef4_1005.exe,0.0688,MALWARE,BENIGN,0.0274,0.2201,0.5133,0.3408,0.2703,0.2805,5.22,0,0,0,1,0.0101
0a0f1e0ef771046285f78b7af20aac3384b521dbbf6bc69ca6d559cc15d9f97e.exe,0.0416,MALWARE,BENIGN,0.0109,0.2201,0.5778,0.3408,0.2944,0.2805,5.21,0,0,0,1,0.0139
f261d0283d9f1e346a648537b859570741c52be11b95e527a108037d71363327.exe,0.1475,MALWARE,BENIGN,0.0563,0.2201,0.6988,0.3408,0.3775,0.2805,6.26,0,0,0,1,0.0971
caf815381680cfa6afedcd7c7af5a5c838788b1c7ec593ce817114a25ab63441.exe,0.0634,MALWARE,BENIGN,0.0563,0.2201,0.5725,0.3408,0.3144,0.2805,6.25,0,0,0,1,0.0339
f32a14e2a7a2510862c04fdc2e9ae97bb4f444d33dc5394360ad3402548bf687.exe,0.1612,MALWARE,BENIGN,0.0981,0.18,0.5969,0.3408,0.3475,0.2604,7.36,0,0,0,1,0.0871
584e4ad4ef01550d20494b6929c4bdd29f0a0ab47066890f140b2d4e012734a1.exe,0.0015,MALWARE,BENIGN,0.0068,0.0183,0.0018,0.0228,0.0043,0.0205,4.71,0,0,0,1,0.0163
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.006,MALWARE,BENIGN,0.0263,0.0183,0.0263,0.0228,0.0263,0.0205,6.83,0,0,0,1,0.0057
f8da280bb9f81028c14d1e156d6685cdb5f75219a60f645f72e520fb5e388712.exe,0.0131,MALWARE,BENIGN,0.0115,0.0183,0.432,0.0228,0.2217,0.0205,5.16,0,0,0,1,0.2012
a1211549b4e1a7befd953d03b4d929b3dc9f25ec6c1bc9c05ae92a0ec08fb77c.exe,0.0045,MALWARE,BENIGN,0.0068,0.0183,0.007,0.0228,0.0069,0.0205,5.32,0,0,0,1,0.0137
f70966e32d18a1e2ed51ebdcc6b985d8f7613febf0680639076c71ebeab6a350.exe,0.0525,MALWARE,BENIGN,0.0109,0.2201,0.0226,0.3408,0.0168,0.2805,5.48,0,0,0,1,0.2637
