file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
resutils.dll,0.7,BENIGN,RANSOMWARE,0.013,0.8837,0.0034,0.8116,0.0016,0.8493,0.0457,0.8587,0.0159,0.8508,6.62,0,0,0,227,0.8349
edit.dll,0.7,BENIGN,RANSOMWARE,0.0596,0.7565,0.0096,0.9197,0.012,0.9355,0.1396,0.7741,0.0552,0.8464,6.06,0,0,0,87,0.7912
rjvclassicapp.dll,0.7,BENIGN,RANSOMWARE,0.0074,0.886,0.0,0.7544,0.0,0.6362,0.0116,0.8586,0.0048,0.7838,6.36,0,0,0,282,0.7791
CNET_34060.exe,0.6352,BENIGN,RANSOMWARE,0.5014,0.0574,0.3414,0.0233,0.4566,0.0239,0.2121,0.0612,0.3779,0.0415,8.0,0,0,0,1,0.3364
CNET_22006.exe,0.7075,BENIGN,RANSOMWARE,0.1028,0.8837,0.0638,0.7996,0.0926,0.7958,0.1532,0.8586,0.1031,0.8344,7.65,0,0,0,1,0.7313
MRT.exe,0.7284,BENIGN,RANSOMWARE,0.652,0.3326,0.3548,0.624,0.3256,0.5341,0.6936,0.717,0.5065,0.5519,7.53,0,0,0,275,0.0455
InputPersonalization.exe,0.7,BENIGN,RANSOMWARE,0.0074,0.9767,0.0039,0.7996,0.0035,0.8151,0.0534,0.8587,0.017,0.8626,6.06,0,0,0,265,0.8455
setreg.exe,0.6904,BENIGN,RANSOMWARE,0.3741,0.1882,0.5944,0.1865,0.4943,0.1881,0.9534,0.1118,0.6041,0.1687,6.51,1,0,0,51,0.4354
Sourceforge_190.exe,0.4654,BENIGN,SUSPICIOUS,0.0386,0.0179,0.1753,0.0217,0.1528,0.021,0.0245,0.0184,0.0978,0.0197,6.14,0,0,0,1,0.0781
CNET_43455.exe,0.7041,BENIGN,RANSOMWARE,0.5761,0.0574,0.4716,0.0233,0.521,0.0239,0.253,0.0612,0.4554,0.0415,8.0,0,0,0,1,0.4139
CNET_29769.exe,0.5584,BENIGN,SUSPICIOUS,0.3441,0.0574,0.2147,0.0233,0.3626,0.0239,0.1527,0.0612,0.2685,0.0415,7.96,0,0,0,1,0.2271
InstallOptions.dll,0.4671,BENIGN,SUSPICIOUS,0.3375,0.2251,0.5783,0.228,0.2571,0.226,0.4847,0.3522,0.4144,0.2578,5.47,1,0,0,80,0.1566
CNET_242346.exe,0.5824,BENIGN,SUSPICIOUS,0.1296,0.0179,0.3454,0.0217,0.2948,0.021,0.0436,0.0184,0.2033,0.0197,3.91,0,0,0,1,0.1836
Dashlane_Launcher.exe,0.6959,BENIGN,RANSOMWARE,0.8831,0.2251,0.9197,0.1741,0.9354,0.1881,0.9648,0.2161,0.9257,0.2008,7.9,1,0,0,154,0.7249
msjtes40.dll,0.4581,BENIGN,SUSPICIOUS,0.2987,0.2376,0.2234,0.2285,0.2681,0.226,0.6623,0.2674,0.3631,0.2399,6.15,0,0,0,118,0.1233
CNET_252100.exe,0.9588,BENIGN,RANSOMWARE,0.6184,0.9278,0.6828,0.8116,0.6153,0.8151,0.2843,0.8586,0.5502,0.8533,7.86,0,0,0,1,0.303
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0852,0.8837,0.0376,0.7996,0.051,0.7958,0.1532,0.8586,0.0817,0.8344,7.88,0,0,0,1,0.7527
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,0.6492,BENIGN,RANSOMWARE,0.5548,0.0198,0.2867,0.0395,0.3851,0.0397,0.4368,0.0084,0.4159,0.0268,6.14,0,0,0,0,0.389
2085.exe,0.6918,BENIGN,RANSOMWARE,0.1384,0.2376,0.2769,0.2285,0.3825,0.226,0.0998,0.238,0.2244,0.2325,7.6,0,0,0,1,0.0081
Sourceforge_344.exe,0.9144,BENIGN,RANSOMWARE,0.3256,0.0179,0.6422,0.0217,0.6991,0.021,0.0472,0.0184,0.4285,0.0197,2.84,0,0,0,1,0.4088
