file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
edit.dll,0.7,BENIGN,RANSOMWARE,0.0172,0.7062,0.023,0.8474,0.0201,0.7768,6.06,0,0,0,87,0.7567
CNET_34060.exe,0.6852,BENIGN,RANSOMWARE,0.4738,0.0592,0.3536,0.0203,0.4137,0.0398,8.0,0,0,0,1,0.3739
CNET_22006.exe,0.7,BENIGN,RANSOMWARE,0.0454,0.8546,0.0787,0.7576,0.0621,0.8061,7.65,0,0,0,1,0.744
CNET_242346.exe,0.8457,BENIGN,RANSOMWARE,0.113,0.0221,0.3628,0.0248,0.2379,0.0235,3.91,0,0,0,1,0.2144
CNET_252100.exe,0.7,BENIGN,RANSOMWARE,0.1297,0.8546,0.1142,0.7576,0.122,0.8061,7.86,0,0,0,1,0.6841
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0424,0.8546,0.0313,0.7576,0.0368,0.8061,7.88,0,0,0,1,0.7693
CNET_100363.exe,0.7,BENIGN,RANSOMWARE,0.0363,0.8546,0.0625,0.7576,0.0494,0.8061,7.53,0,0,0,1,0.7567
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0062,0.8916,0.0037,0.7519,0.0049,0.8218,6.22,0,0,0,128,0.8168
git-bash.exe,0.773,BENIGN,RANSOMWARE,0.2906,0.2196,0.3271,0.3566,0.3088,0.2881,7.55,0,0,0,86,0.0207
softonic107.exe,0.6473,BENIGN,RANSOMWARE,0.1855,0.0058,0.2837,0.0062,0.2346,0.006,7.21,0,0,0,0,0.2286
CNET_13111.exe,0.6847,BENIGN,RANSOMWARE,0.37,0.5067,0.2238,0.6498,0.2969,0.5783,7.99,0,0,0,0,0.2814
msedge.dll,0.7,BENIGN,RANSOMWARE,0.0557,0.0231,0.0751,0.029,0.0654,0.0261,6.71,0,1,0,512,0.0394
Sourceforge_419.exe,0.6633,BENIGN,RANSOMWARE,0.0258,0.0221,0.215,0.0248,0.1204,0.0235,5.85,0,0,0,1,0.0969
CNET_228596.exe,0.4934,BENIGN,SUSPICIOUS,0.0396,0.0058,0.0544,0.0075,0.047,0.0066,4.09,0,0,0,1,0.0404
Sourceforge_1886.exe,0.5454,BENIGN,SUSPICIOUS,0.0229,0.0221,0.0683,0.0248,0.0456,0.0235,4.4,0,0,0,1,0.0221
gnsdk_fp.dll,0.4801,BENIGN,SUSPICIOUS,0.2827,0.9559,0.3699,0.8334,0.3263,0.8946,6.82,0,0,0,86,0.5683
CNET_102829.exe,0.5388,BENIGN,SUSPICIOUS,0.0458,0.1963,0.0739,0.3661,0.0599,0.2812,7.52,0,0,0,1,0.2214
NSIS.exe,0.7,BENIGN,RANSOMWARE,0.3319,0.949,0.1093,0.7576,0.2206,0.8533,6.54,1,0,0,162,0.6327
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.5916,BENIGN,SUSPICIOUS,0.3541,0.1724,0.3545,0.1386,0.3543,0.1555,7.8,0,0,0,0,0.1988
graywallsetup.exe,0.5961,BENIGN,SUSPICIOUS,0.0674,0.4178,0.0768,0.7007,0.0721,0.5592,7.98,0,0,0,83,0.4871
Sourceforge_1496.exe,0.7035,BENIGN,RANSOMWARE,0.1194,0.1963,0.0618,0.3661,0.0906,0.2812,3.74,0,0,0,0,0.1906
CNET_17848.exe,0.5464,BENIGN,SUSPICIOUS,0.0794,0.1963,0.1317,0.3661,0.1056,0.2812,7.15,0,0,0,1,0.1756
TableTextService.dll,0.7,BENIGN,RANSOMWARE,0.015,0.8916,0.0248,0.7519,0.0199,0.8218,4.12,0,0,0,196,0.8019
useroobe.dll,0.7,BENIGN,RANSOMWARE,0.0036,0.9559,0.0004,0.8334,0.002,0.8946,6.2,0,0,0,352,0.8926
CNET_250657.exe,0.7,BENIGN,RANSOMWARE,0.0232,0.0049,0.0316,0.0075,0.0274,0.0062,6.09,0,1,0,1,0.0212
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0169,0.0049,0.0334,0.0075,0.0252,0.0062,6.06,0,1,0,1,0.019
mintty.exe,0.7481,BENIGN,RANSOMWARE,0.0227,0.8528,0.0523,0.9043,0.0375,0.8785,5.72,0,0,0,470,0.841
