file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
002b98b0bb7c65414327845f1c7324cfd80add0746a89994844e9ca7b2dfaee9.exe,0.5742,MALWARE,SUSPICIOUS,0.3143,0.2374,0.1953,0.2869,0.2548,0.2622,5.85,0,0,0,51,0.0074
2f294d301d8bb9b947f41faf20df104710d5c4b2f469145d4e469ca7d1998b2f.exe,0.5535,MALWARE,SUSPICIOUS,0.647,0.1885,0.4989,0.2938,0.5729,0.2411,6.47,0,0,0,1,0.3318
546817e28100127124a0368050cbe6ecd1ea7a64c0bdfbef14823bb77404c42b_7619.exe,0.6361,MALWARE,SUSPICIOUS,0.0547,0.284,0.0565,0.3459,0.0556,0.315,5.96,0,0,0,131,0.2594
3ee706f07d13cb9e617eac2b4442479634ab48f11005568c739c6dcab75052a4.exe,0.5583,MALWARE,SUSPICIOUS,0.274,0.1332,0.5166,0.1654,0.3953,0.1493,7.07,0,0,0,121,0.246
584e4ad4ef01550d20494b6929c4bdd29f0a0ab47066890f140b2d4e012734a1.exe,0.006,MALWARE,BENIGN,0.0046,0.0183,0.0029,0.0208,0.0038,0.0196,4.71,0,0,0,1,0.0158
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.0128,MALWARE,BENIGN,0.017,0.0183,0.0306,0.0208,0.0238,0.0196,6.83,0,0,0,1,0.0042
f8da280bb9f81028c14d1e156d6685cdb5f75219a60f645f72e520fb5e388712.exe,0.4843,MALWARE,BENIGN,0.0288,0.0183,0.179,0.0208,0.1039,0.0196,5.16,0,0,0,1,0.0843
a1211549b4e1a7befd953d03b4d929b3dc9f25ec6c1bc9c05ae92a0ec08fb77c.exe,0.0078,MALWARE,BENIGN,0.0062,0.0183,0.0067,0.0208,0.0064,0.0196,5.32,0,0,0,1,0.0131
cdf13a3de6cf91a1c47ea6eca971ef781847a85df0691c54484bcf41f5f211cb_1899.exe,0.5274,MALWARE,BENIGN,0.1003,0.0183,0.2227,0.0208,0.1615,0.0196,2.61,0,0,0,1,0.1419
33c861023479ddcaea82f2daee9d0394f304d0c33ba210f4c3c53a93cf9a474c.exe,0.5056,MALWARE,BENIGN,0.1439,0.2374,0.1819,0.2316,0.1629,0.2345,7.84,0,0,0,1,0.0716
59e0ab333060b4e510db5d36d87f0fe267ab66b0881955649b06d91d6dd2d486.exe,0.184,MALWARE,BENIGN,0.0317,0.0183,0.0921,0.0208,0.0619,0.0196,7.43,0,0,0,1,0.0423
2c85d7c4dd069fff494edd19387d56e54a52f6ef1b557f3d775f999410eb5a4d.exe,0.0035,MALWARE,BENIGN,0.0,0.0183,0.0029,0.0208,0.0014,0.0196,5.51,0,0,0,1,0.0181
a16eecee6aa3bf02029cef722595b11c7d2088a02c4678cc23afb50badddfc5f.exe,0.0009,MALWARE,BENIGN,0.0049,0.0036,0.0067,0.0055,0.0058,0.0046,5.2,0,0,0,1,0.0012
800b4455105a08833332092017909f9dd47bd4ebfb1cbddbe0b95658d03b8d64.exe,0.0059,MALWARE,BENIGN,0.0137,0.0183,0.0222,0.0208,0.018,0.0196,5.29,0,0,0,1,0.0016
1338408cf2fbb6f78b650f0d76aa3a9e18430b9887bc319880adb09268bbbbb1.exe,0.2392,MALWARE,BENIGN,0.0383,0.0228,0.1999,0.009,0.1191,0.0159,6.39,1,0,0,120,0.1032
546817e28100127124a0368050cbe6ecd1ea7a64c0bdfbef14823bb77404c42b.exe,0.6361,MALWARE,SUSPICIOUS,0.0547,0.284,0.0565,0.3459,0.0556,0.315,5.96,0,0,0,131,0.2594
4a843cec82d350fe81db4cfbe43ee13dd69584a2031f362d523ac0ebc08a0fa9.dll,0.0191,MALWARE,BENIGN,0.0358,0.0036,0.0401,0.0055,0.0379,0.0046,7.15,0,0,0,1,0.0333
