file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
c14140334714625be71b73008adf8f54c878e3c9f979c3e58d6518fb5efdf485.exe,0.56,MALWARE,SUSPICIOUS,0.0159,0.2396,0.0582,0.3402,0.037,0.2899,5.5,0,0,0,1,0.2528
584e4ad4ef01550d20494b6929c4bdd29f0a0ab47066890f140b2d4e012734a1.exe,0.0167,MALWARE,BENIGN,0.0046,0.018,0.0033,0.0203,0.0039,0.0192,4.71,0,0,0,1,0.0152
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.0205,MALWARE,BENIGN,0.0159,0.018,0.035,0.0203,0.0254,0.0192,6.83,0,0,0,1,0.0063
f8da280bb9f81028c14d1e156d6685cdb5f75219a60f645f72e520fb5e388712.exe,0.2143,MALWARE,BENIGN,0.0257,0.018,0.1733,0.0203,0.0995,0.0192,5.16,0,0,0,1,0.0804
a1211549b4e1a7befd953d03b4d929b3dc9f25ec6c1bc9c05ae92a0ec08fb77c.exe,0.0268,MALWARE,BENIGN,0.0053,0.018,0.0041,0.0203,0.0047,0.0192,5.32,0,0,0,1,0.0145
f70966e32d18a1e2ed51ebdcc6b985d8f7613febf0680639076c71ebeab6a350.exe,0.42,MALWARE,BENIGN,0.0111,0.2396,0.0204,0.3402,0.0158,0.2899,5.48,0,0,0,1,0.2741
cdf13a3de6cf91a1c47ea6eca971ef781847a85df0691c54484bcf41f5f211cb_1899.exe,0.4052,MALWARE,BENIGN,0.0926,0.018,0.1795,0.0203,0.136,0.0192,2.61,0,0,0,1,0.1169
aedbddbf7494baaaf759a720d9cd17540d3c171b9cc52a02e0ef9a592bd9cd63.exe,0.1482,MALWARE,BENIGN,0.0564,0.018,0.0813,0.0203,0.0688,0.0192,7.34,0,0,0,1,0.0497
33c861023479ddcaea82f2daee9d0394f304d0c33ba210f4c3c53a93cf9a474c.exe,0.4048,MALWARE,BENIGN,0.1398,0.2396,0.1759,0.228,0.1578,0.2338,7.84,0,0,0,1,0.0759
59e0ab333060b4e510db5d36d87f0fe267ab66b0881955649b06d91d6dd2d486.exe,0.3818,MALWARE,BENIGN,0.0259,0.018,0.0813,0.0203,0.0536,0.0192,7.43,0,0,0,1,0.0344
9f40b69060a52731107baec84a0c0f8a1bfc1a62e8471b9cd69509aade9cb7f1.exe,0.5161,MALWARE,SUSPICIOUS,0.1566,0.2396,0.2212,0.228,0.1889,0.2338,7.91,0,0,0,1,0.0449
2c85d7c4dd069fff494edd19387d56e54a52f6ef1b557f3d775f999410eb5a4d.exe,0.0014,MALWARE,BENIGN,0.0,0.018,0.0021,0.0203,0.0011,0.0192,5.51,0,0,0,1,0.0181
a16eecee6aa3bf02029cef722595b11c7d2088a02c4678cc23afb50badddfc5f.exe,0.0047,MALWARE,BENIGN,0.0046,0.0036,0.0041,0.0055,0.0043,0.0045,5.2,0,0,0,1,0.0002
800b4455105a08833332092017909f9dd47bd4ebfb1cbddbe0b95658d03b8d64.exe,0.0255,MALWARE,BENIGN,0.0148,0.018,0.0366,0.0203,0.0257,0.0192,5.29,0,0,0,1,0.0065
1338408cf2fbb6f78b650f0d76aa3a9e18430b9887bc319880adb09268bbbbb1.exe,0.0455,MALWARE,BENIGN,0.0419,0.0245,0.1568,0.0098,0.0993,0.0172,6.39,1,0,0,120,0.0821
4a843cec82d350fe81db4cfbe43ee13dd69584a2031f362d523ac0ebc08a0fa9.dll,0.0344,MALWARE,BENIGN,0.0535,0.0036,0.0453,0.0055,0.0494,0.0045,7.15,0,0,0,1,0.0449
