file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
1462.exe,0.5345,BENIGN,RANSOMWARE,0.1458,0.2293,0.2012,0.2307,0.1735,0.23,7.74,0,0,0,1,0.0565
Sourceforge_187.exe,0.213,BENIGN,RANSOMWARE,0.0171,0.3038,0.0268,0.3562,0.022,0.33,6.28,0,0,0,1,0.308
Sourceforge_3354.exe,0.4804,BENIGN,RANSOMWARE,0.0192,0.0217,0.0781,0.0245,0.0486,0.0231,6.98,0,0,0,1,0.0256
edit.dll,0.7252,BENIGN,RANSOMWARE,0.0189,0.6912,0.0211,0.8453,0.02,0.7682,6.06,0,0,0,87,0.7482
AVGBrowserCrashHandler64.exe,0.2405,BENIGN,RANSOMWARE,0.3434,0.1296,0.1893,0.1738,0.2664,0.1517,6.58,0,0,0,71,0.1146
Sourceforge_7170.exe,0.2811,BENIGN,RANSOMWARE,0.1256,0.0217,0.2042,0.0245,0.1649,0.0231,6.01,0,0,0,1,0.1418
CNET_34060.exe,0.5346,BENIGN,RANSOMWARE,0.4382,0.0607,0.2993,0.02,0.3687,0.0404,8.0,0,0,0,1,0.3284
textinputmethodformatter.dll,0.355,BENIGN,RANSOMWARE,0.1326,0.0651,0.2824,0.0672,0.2075,0.0661,6.68,1,0,0,157,0.1414
CNET_212028.exe,0.2308,BENIGN,RANSOMWARE,0.0444,0.0217,0.1613,0.0245,0.1028,0.0231,6.16,0,0,0,1,0.0797
Sourceforge_1595.exe,0.239,BENIGN,RANSOMWARE,0.0928,0.1826,0.057,0.1821,0.0749,0.1824,7.9,0,0,0,1,0.1074
CNET_22006.exe,0.3112,BENIGN,RANSOMWARE,0.0488,0.8463,0.1138,0.7674,0.0813,0.8069,7.65,0,0,0,1,0.7256
CNET_100796.exe,0.2431,BENIGN,RANSOMWARE,0.0192,0.0217,0.1147,0.0245,0.0669,0.0231,3.95,0,0,0,1,0.0439
MRT.exe,0.6936,BENIGN,RANSOMWARE,0.5725,0.3198,0.1977,0.5793,0.3851,0.4496,7.53,0,0,0,275,0.0645
InputPersonalization.exe,0.7,BENIGN,RANSOMWARE,0.0105,0.949,0.0072,0.8363,0.0088,0.8926,6.06,0,0,0,265,0.8838
setreg.exe,0.5541,BENIGN,RANSOMWARE,0.3978,0.1708,0.5516,0.2201,0.4747,0.1955,6.51,1,0,0,51,0.2792
CNET_29769.exe,0.4823,BENIGN,RANSOMWARE,0.3606,0.0607,0.2167,0.02,0.2886,0.0404,7.96,0,0,0,1,0.2482
Sourceforge_3579.exe,0.5019,BENIGN,RANSOMWARE,0.2031,0.2293,0.1092,0.2307,0.1562,0.23,7.74,0,0,0,1,0.0738
SystemPropertiesDataExecutionPrevention.exe,0.2279,BENIGN,RANSOMWARE,0.1354,0.2765,0.0998,0.2307,0.1176,0.2536,7.12,0,0,0,28,0.136
InstallOptions.dll,0.4323,BENIGN,RANSOMWARE,0.1522,0.2615,0.3146,0.2201,0.2334,0.2408,5.47,1,0,0,80,0.0074
CNET_242346.exe,0.9218,BENIGN,RANSOMWARE,0.136,0.0217,0.4008,0.0245,0.2684,0.0231,3.91,0,0,0,1,0.2453
Dashlane_Launcher.exe,0.8784,BENIGN,RANSOMWARE,0.8629,0.213,0.8197,0.1751,0.8413,0.194,7.9,1,0,0,154,0.6473
CNET_14950.exe,0.2411,BENIGN,RANSOMWARE,0.0201,0.2479,0.0214,0.2201,0.0207,0.234,2.15,0,0,0,16,0.2133
1280.exe,0.6064,BENIGN,RANSOMWARE,0.1122,0.2293,0.338,0.2307,0.2251,0.23,7.85,0,0,0,1,0.0049
CNET_252100.exe,0.4545,BENIGN,RANSOMWARE,0.2223,0.8471,0.1175,0.7674,0.1699,0.8073,7.86,0,0,0,1,0.6374
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0461,0.8463,0.0264,0.7674,0.0363,0.8069,7.88,0,0,0,1,0.7706
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,0.7459,BENIGN,RANSOMWARE,0.6648,0.0228,0.3018,0.0312,0.4833,0.027,6.14,0,0,0,0,0.4563
