file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0642,0.8455,0.0448,0.8507,0.0545,0.8481,7.89,0,0,0,1,0.7936
CNET_244261.exe,0.3869,BENIGN,SUSPICIOUS,0.026,0.0176,0.0242,0.0182,0.0251,0.0179,7.31,0,0,0,1,0.0072
Sourceforge_7192.exe,0.014,BENIGN,SUSPICIOUS,0.0171,0.0176,0.0063,0.0182,0.0117,0.0179,6.75,0,0,0,1,0.0062
CNET_104866.exe,0.0557,BENIGN,SUSPICIOUS,0.0397,0.049,0.0092,0.0558,0.0244,0.0524,7.46,0,0,0,1,0.028
CNET_242512.exe,0.0091,BENIGN,SUSPICIOUS,0.0336,0.0204,0.0063,0.0128,0.0199,0.0166,6.34,0,0,0,1,0.0033
1199.exe,0.0796,BENIGN,SUSPICIOUS,0.1433,0.1025,0.0212,0.1103,0.0822,0.1064,7.7,0,0,0,0,0.0241
fsynonym.exe,0.1087,BENIGN,SUSPICIOUS,0.3463,0.7393,0.1541,0.5857,0.2502,0.6625,6.61,0,0,0,0,0.4123
CNET_208570.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.19,0,0,0,1,0.002
2085.exe,0.2596,BENIGN,SUSPICIOUS,0.1218,0.2466,0.1906,0.237,0.1562,0.2418,7.6,0,0,0,1,0.0856
Sourceforge_7812.exe,0.1581,BENIGN,SUSPICIOUS,0.0422,0.2466,0.0339,0.237,0.038,0.2418,7.56,0,0,0,1,0.2038
1229.exe,0.0009,BENIGN,SUSPICIOUS,0.0,0.0027,0.0,0.0015,0.0,0.0021,6.66,0,0,0,1,0.0021
2195.exe,0.0008,BENIGN,SUSPICIOUS,0.0,0.0027,0.0002,0.0015,0.0001,0.0021,6.15,0,0,0,1,0.002
Sourceforge_277.exe,0.017,BENIGN,SUSPICIOUS,0.0113,0.0176,0.0065,0.0182,0.0089,0.0179,6.8,0,0,0,1,0.009
Sourceforge_6479.exe,0.3913,BENIGN,SUSPICIOUS,0.0074,0.3229,0.0153,0.4204,0.0113,0.3717,6.22,0,0,0,1,0.3603
CNET_203037.exe,0.0034,BENIGN,SUSPICIOUS,0.0047,0.0046,0.0063,0.0051,0.0055,0.0049,6.08,0,0,0,1,0.0006
Sourceforge_6325.exe,0.021,BENIGN,SUSPICIOUS,0.0352,0.0176,0.0135,0.0182,0.0244,0.0179,6.45,0,0,0,1,0.0064
CNET_102460.exe,0.048,BENIGN,SUSPICIOUS,0.026,0.0176,0.0104,0.0182,0.0182,0.0179,7.28,0,0,0,1,0.0003
t32.exe,0.5165,BENIGN,RANSOMWARE,0.3293,0.3332,0.4058,0.2895,0.3676,0.3114,6.11,0,0,0,78,0.0562
CNET_204651.exe,0.1125,BENIGN,SUSPICIOUS,0.0397,0.049,0.0479,0.0558,0.0438,0.0524,6.23,0,0,0,1,0.0086
2457.exe,0.2004,BENIGN,SUSPICIOUS,0.0567,0.0176,0.0296,0.0182,0.0432,0.0179,7.14,0,0,0,1,0.0252
CNET_101202.exe,0.34,BENIGN,SUSPICIOUS,0.0787,0.0176,0.1407,0.0182,0.1097,0.0179,7.02,0,0,0,1,0.0917
279.exe,0.1276,BENIGN,SUSPICIOUS,0.0422,0.2466,0.0416,0.237,0.0419,0.2418,7.59,0,0,0,1,0.1999
Sourceforge_967.exe,0.0157,BENIGN,SUSPICIOUS,0.0174,0.0176,0.0201,0.0182,0.0188,0.0179,6.38,0,0,0,1,0.0008
Sourceforge_5019.exe,0.4117,BENIGN,SUSPICIOUS,0.0897,0.0176,0.1767,0.0182,0.1332,0.0179,6.93,0,0,0,1,0.1152
289.exe,0.0241,BENIGN,SUSPICIOUS,0.0241,0.2466,0.0088,0.237,0.0164,0.2418,6.2,0,0,0,1,0.2254
CNET_102256.exe,0.0288,BENIGN,SUSPICIOUS,0.0314,0.0176,0.021,0.0182,0.0262,0.0179,6.66,0,0,0,1,0.0083
Sourceforge_5919.exe,0.0281,BENIGN,SUSPICIOUS,0.0313,0.0176,0.0318,0.0182,0.0316,0.0179,6.2,0,0,0,1,0.0136
1725.exe,0.0309,BENIGN,SUSPICIOUS,0.0225,0.0176,0.0479,0.0182,0.0352,0.0179,6.11,0,0,0,1,0.0172
CNET_42792.exe,0.0761,BENIGN,SUSPICIOUS,0.0116,0.0176,0.0123,0.0182,0.0119,0.0179,7.19,0,0,0,1,0.006
CNET_203191.exe,0.1665,BENIGN,SUSPICIOUS,0.2186,0.2466,0.0409,0.237,0.1297,0.2418,7.08,0,0,0,1,0.1121
CNET_245781.exe,0.0307,BENIGN,SUSPICIOUS,0.0264,0.0027,0.0205,0.0015,0.0235,0.0021,6.41,0,0,0,1,0.0213
