file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_7717.exe,0.7,BENIGN,RANSOMWARE,0.0683,0.794,0.0191,0.7994,0.0437,0.7967,7.89,0,0,0,1,0.753
2085.exe,0.5823,BENIGN,SUSPICIOUS,0.132,0.251,0.1807,0.2391,0.1564,0.2451,7.6,0,0,0,1,0.0887
t32.exe,0.4375,BENIGN,SUSPICIOUS,0.0992,0.3134,0.1544,0.2966,0.1268,0.305,6.11,0,0,0,78,0.1782
Sourceforge_7771.exe,0.7752,BENIGN,RANSOMWARE,0.0074,0.3134,0.0265,0.4411,0.0169,0.3772,5.23,0,0,0,1,0.3603
Sourceforge_6088.exe,0.6849,BENIGN,RANSOMWARE,0.1553,0.251,0.2599,0.2391,0.2076,0.2451,7.92,0,0,0,1,0.0374
Sourceforge_5662.exe,0.7,BENIGN,RANSOMWARE,0.0683,0.794,0.0191,0.7994,0.0437,0.7967,7.89,0,0,0,1,0.753
1730.exe,0.3942,BENIGN,SUSPICIOUS,0.1068,0.0203,0.0956,0.0211,0.1012,0.0207,4.73,0,0,0,1,0.0805
CNET_248226.exe,0.444,BENIGN,SUSPICIOUS,0.1309,0.251,0.127,0.2391,0.1289,0.2451,7.59,0,0,0,1,0.1161
limits.exe,0.7,BENIGN,RANSOMWARE,0.3437,0.4014,0.3363,0.3642,0.34,0.3828,7.18,1,0,0,64,0.0428
softonic36.exe,0.4098,BENIGN,SUSPICIOUS,0.1011,0.0203,0.17,0.0211,0.1355,0.0207,7.01,0,0,0,1,0.1148
Sourceforge_7687.exe,0.7,BENIGN,RANSOMWARE,0.1011,0.794,0.0378,0.7994,0.0694,0.7967,7.69,0,0,0,1,0.7272
PSEditor.exe,0.7,BENIGN,RANSOMWARE,0.0593,0.9482,0.0074,0.7994,0.0333,0.8738,6.5,1,0,0,307,0.8404
CNET_10961.exe,0.7,BENIGN,RANSOMWARE,0.0349,0.794,0.0176,0.7994,0.0263,0.7967,7.13,0,0,0,1,0.7704
CNET_241652.exe,0.8219,BENIGN,RANSOMWARE,0.6089,0.0327,0.6464,0.0079,0.6276,0.0203,5.29,0,0,0,0,0.6073
Sourceforge_45.exe,0.4721,BENIGN,SUSPICIOUS,0.0378,0.0203,0.1933,0.0211,0.1155,0.0207,4.5,0,0,0,1,0.0948
dtshost.exe,0.7,BENIGN,RANSOMWARE,0.1714,0.7191,0.0205,0.7819,0.0959,0.7505,6.53,1,0,0,147,0.6545
CNET_237179.exe,0.7,BENIGN,RANSOMWARE,0.0616,0.0,0.0305,0.0,0.046,0.0,6.13,0,1,0,0,0.046
CNET_204652.exe,0.7,BENIGN,RANSOMWARE,0.0233,0.794,0.0163,0.7994,0.0198,0.7967,7.55,0,0,0,1,0.7769
CNET_45323.exe,0.7,BENIGN,RANSOMWARE,0.0935,0.794,0.0378,0.7994,0.0656,0.7967,7.73,0,0,0,1,0.731
CNET_104817.exe,0.7,BENIGN,RANSOMWARE,0.0339,0.794,0.034,0.7994,0.034,0.7967,7.42,0,0,0,1,0.7627
mip.exe,0.7,BENIGN,RANSOMWARE,0.0753,0.9778,0.028,0.9435,0.0517,0.9607,6.62,0,0,0,477,0.909
Sourceforge_6858.exe,0.5177,BENIGN,SUSPICIOUS,0.0753,0.0203,0.203,0.0211,0.1391,0.0207,3.01,0,0,0,1,0.1184
2094.exe,0.4975,BENIGN,SUSPICIOUS,0.1081,0.251,0.1181,0.2391,0.1131,0.2451,7.97,0,0,0,1,0.1319
Sourceforge_2182.exe,0.6869,BENIGN,RANSOMWARE,0.1644,0.0203,0.3029,0.0211,0.2336,0.0207,6.18,0,0,0,1,0.2129
rrinstaller.exe,0.7,BENIGN,RANSOMWARE,0.0608,0.9778,0.0312,0.9435,0.046,0.9607,6.22,0,0,0,128,0.9147
DtsDebugHost.exe,0.7,BENIGN,RANSOMWARE,0.2251,0.7191,0.0597,0.7819,0.1424,0.7505,6.47,1,0,0,160,0.6081
openssl.exe,0.7,BENIGN,RANSOMWARE,0.3484,0.4178,0.3947,0.3267,0.3716,0.3723,6.63,0,0,0,125,0.0007
language.exe,0.663,BENIGN,RANSOMWARE,0.46,0.4202,0.4496,0.3652,0.4548,0.3927,7.42,0,0,0,113,0.0621
Windows_33.exe,0.7,BENIGN,RANSOMWARE,0.0538,0.0126,0.0679,0.0127,0.0609,0.0127,6.06,0,1,0,1,0.0482
CNET_262406.exe,0.397,BENIGN,SUSPICIOUS,0.1011,0.2834,0.0959,0.3582,0.0985,0.3208,7.67,0,0,0,1,0.2223
438.exe,0.4975,BENIGN,SUSPICIOUS,0.1081,0.251,0.1181,0.2391,0.1131,0.2451,7.97,0,0,0,1,0.1319
