file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
resutils.dll,0.7,BENIGN,RANSOMWARE,0.0435,0.8945,0.0062,0.8243,0.0081,0.8511,0.0132,0.8491,0.0178,0.8547,6.62,0,0,0,227,0.837
edit.dll,0.5989,BENIGN,RANSOMWARE,0.0817,0.5787,0.0128,0.8833,0.0208,0.8968,0.0511,0.8343,0.0416,0.7983,6.06,0,0,0,87,0.7567
learning_tools.dll,0.3705,BENIGN,SUSPICIOUS,0.1264,0.1404,0.018,0.4512,0.0216,0.3242,0.0687,0.2816,0.0587,0.2993,6.34,0,0,0,92,0.2407
InstallOptions.dll,0.3947,BENIGN,SUSPICIOUS,0.1695,0.4331,0.1415,0.1275,0.3129,0.2407,0.3089,0.2548,0.2332,0.264,5.47,1,0,0,80,0.0308
CNET_252100.exe,0.7,BENIGN,RANSOMWARE,0.1625,0.8685,0.1547,0.846,0.1674,0.8447,0.1935,0.8021,0.1695,0.8403,7.86,0,0,0,1,0.6708
CNET_215299.exe,0.5733,BENIGN,RANSOMWARE,0.2001,0.0558,0.3409,0.0049,0.3295,0.0112,0.0823,0.0083,0.2382,0.02,6.12,0,0,0,0,0.2182
windows.cortana.onecore.dll,0.7,BENIGN,RANSOMWARE,0.0044,0.9399,0.0016,0.7251,0.0004,0.8511,0.0,0.8372,0.0016,0.8383,6.24,0,0,0,205,0.8367
secproc_isv.dll,0.5155,BENIGN,RANSOMWARE,0.3571,0.4331,0.1924,0.248,0.3196,0.2441,0.3362,0.2548,0.3014,0.295,7.0,0,0,0,138,0.0064
modemui.dll,0.7,BENIGN,RANSOMWARE,0.0568,0.9032,0.0606,0.6798,0.0429,0.7857,0.1488,0.8372,0.0773,0.8015,5.84,0,0,0,166,0.7242
tapi32.dll,0.7,BENIGN,RANSOMWARE,0.008,0.8221,0.0062,0.7546,0.0053,0.7885,0.0025,0.8372,0.0055,0.8006,6.63,0,0,0,152,0.7951
wuuhext.dll,0.7,BENIGN,RANSOMWARE,0.0378,0.8945,0.0062,0.9195,0.0045,0.9032,0.007,0.8948,0.0139,0.903,6.01,0,0,0,247,0.8891
CNET_204657.exe,0.7,BENIGN,RANSOMWARE,0.0286,0.7899,0.0108,0.8272,0.0133,0.8511,0.0269,0.8343,0.0199,0.8256,6.66,0,0,0,1,0.8057
