file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
002b98b0bb7c65414327845f1c7324cfd80add0746a89994844e9ca7b2dfaee9.exe,0.5819,MALWARE,SUSPICIOUS,0.353,0.2251,0.339,0.3213,0.2391,0.226,0.0509,0.418,0.2455,0.2976,5.85,0,0,0,51,0.0521
c14140334714625be71b73008adf8f54c878e3c9f979c3e58d6518fb5efdf485.exe,0.3517,MALWARE,BENIGN,0.0137,0.327,0.0409,0.3543,0.0519,0.3528,0.0436,0.238,0.0376,0.318,5.5,0,0,0,1,0.2805
584e4ad4ef01550d20494b6929c4bdd29f0a0ab47066890f140b2d4e012734a1.exe,0.0218,MALWARE,BENIGN,0.0043,0.0179,0.0026,0.0217,0.0032,0.021,0.0112,0.0184,0.0053,0.0197,4.71,0,0,0,1,0.0144
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.043,MALWARE,BENIGN,0.0156,0.0179,0.0349,0.0217,0.0339,0.021,0.0529,0.0184,0.0343,0.0197,6.83,0,0,0,1,0.0146
a1211549b4e1a7befd953d03b4d929b3dc9f25ec6c1bc9c05ae92a0ec08fb77c.exe,0.0114,MALWARE,BENIGN,0.0049,0.0179,0.0085,0.0217,0.0062,0.021,0.0078,0.0184,0.0068,0.0197,5.32,0,0,0,1,0.0129
f70966e32d18a1e2ed51ebdcc6b985d8f7613febf0680639076c71ebeab6a350.exe,0.4116,MALWARE,BENIGN,0.0093,0.327,0.0231,0.3543,0.0134,0.3528,0.0141,0.238,0.015,0.318,5.48,0,0,0,1,0.3031
aedbddbf7494baaaf759a720d9cd17540d3c171b9cc52a02e0ef9a592bd9cd63.exe,0.2266,MALWARE,BENIGN,0.0386,0.0179,0.0819,0.0217,0.1151,0.021,0.0733,0.0184,0.0772,0.0197,7.34,0,0,0,1,0.0575
33c861023479ddcaea82f2daee9d0394f304d0c33ba210f4c3c53a93cf9a474c.exe,0.2825,MALWARE,BENIGN,0.1509,0.2376,0.0959,0.2285,0.0981,0.226,0.1532,0.238,0.1245,0.2325,7.84,0,0,0,1,0.108
59e0ab333060b4e510db5d36d87f0fe267ab66b0881955649b06d91d6dd2d486.exe,0.0881,MALWARE,BENIGN,0.0242,0.0179,0.0544,0.0217,0.0813,0.021,0.0733,0.0184,0.0583,0.0197,7.43,0,0,0,1,0.0386
9f40b69060a52731107baec84a0c0f8a1bfc1a62e8471b9cd69509aade9cb7f1.exe,0.5756,MALWARE,SUSPICIOUS,0.1177,0.2376,0.2283,0.2285,0.2705,0.226,0.2406,0.238,0.2143,0.2325,7.91,0,0,0,1,0.0183
2c85d7c4dd069fff494edd19387d56e54a52f6ef1b557f3d775f999410eb5a4d.exe,0.0018,MALWARE,BENIGN,0.0,0.0179,0.003,0.0217,0.0027,0.021,0.0,0.0184,0.0014,0.0197,5.51,0,0,0,1,0.0183
a16eecee6aa3bf02029cef722595b11c7d2088a02c4678cc23afb50badddfc5f.exe,0.0036,MALWARE,BENIGN,0.0049,0.0035,0.0086,0.0056,0.0115,0.0055,0.0112,0.0054,0.009,0.005,5.2,0,0,0,1,0.0041
2bcc8e7439a0170a9adb90d9deeec8675027ac39509a8aea8494700abbdb37b8.exe,0.4304,MALWARE,BENIGN,0.7263,0.1016,0.5407,0.0241,0.5446,0.021,0.8345,0.238,0.6615,0.0962,7.23,1,0,0,150,0.5653
800b4455105a08833332092017909f9dd47bd4ebfb1cbddbe0b95658d03b8d64.exe,0.0257,MALWARE,BENIGN,0.0132,0.0179,0.0404,0.0217,0.0329,0.021,0.0245,0.0184,0.0277,0.0197,5.29,0,0,0,1,0.008
1338408cf2fbb6f78b650f0d76aa3a9e18430b9887bc319880adb09268bbbbb1.exe,0.066,MALWARE,BENIGN,0.0308,0.0218,0.2324,0.0056,0.1426,0.0072,0.5751,0.0771,0.2452,0.0279,6.39,1,0,0,120,0.2173
4a843cec82d350fe81db4cfbe43ee13dd69584a2031f362d523ac0ebc08a0fa9.dll,0.0302,MALWARE,BENIGN,0.05,0.0035,0.0481,0.0056,0.0221,0.0055,0.0267,0.0054,0.0368,0.005,7.15,0,0,0,1,0.0318
