file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
1462.exe,0.2484,BENIGN,RANSOMWARE,0.1547,0.2321,0.2378,0.2374,0.1963,0.2347,7.74,0,0,0,1,0.0385
resutils.dll,0.7,BENIGN,RANSOMWARE,0.0165,0.889,0.0036,0.9222,0.0101,0.9056,6.62,0,0,0,227,0.8955
edit.dll,0.2366,BENIGN,RANSOMWARE,0.0211,0.7062,0.0129,0.8081,0.017,0.7571,6.06,0,0,0,87,0.7401
rjvclassicapp.dll,0.7,BENIGN,RANSOMWARE,0.0079,0.8734,0.0,0.8566,0.004,0.865,6.36,0,0,0,282,0.861
CNET_212028.exe,0.3142,BENIGN,RANSOMWARE,0.0393,0.0179,0.1595,0.0199,0.0994,0.0189,6.16,0,0,0,1,0.0805
CNET_22006.exe,0.7,BENIGN,RANSOMWARE,0.0671,0.8651,0.0683,0.7546,0.0677,0.8098,7.65,0,0,0,1,0.7421
MRT.exe,0.7387,BENIGN,RANSOMWARE,0.494,0.3403,0.2512,0.5822,0.3726,0.4613,7.53,0,0,0,275,0.0887
InputPersonalization.exe,0.7,BENIGN,RANSOMWARE,0.0083,0.9563,0.012,0.8896,0.0101,0.923,6.06,0,0,0,265,0.9128
setreg.exe,0.3604,BENIGN,RANSOMWARE,0.4093,0.2106,0.5513,0.2073,0.4803,0.209,6.51,1,0,0,51,0.2714
Sourceforge_190.exe,0.2687,BENIGN,RANSOMWARE,0.047,0.0179,0.1991,0.0199,0.1231,0.0189,6.14,0,0,0,1,0.1042
CNET_43455.exe,0.55,BENIGN,RANSOMWARE,0.542,0.055,0.4825,0.0223,0.5123,0.0387,8.0,0,0,0,1,0.4736
CNET_29769.exe,0.5803,BENIGN,RANSOMWARE,0.3687,0.055,0.2682,0.0223,0.3185,0.0387,7.96,0,0,0,1,0.2798
Sourceforge_3579.exe,0.5253,BENIGN,RANSOMWARE,0.2007,0.2321,0.1148,0.2374,0.1578,0.2347,7.74,0,0,0,1,0.0769
SystemPropertiesDataExecutionPrevention.exe,0.2648,BENIGN,RANSOMWARE,0.1606,0.2807,0.123,0.2374,0.1418,0.259,7.12,0,0,0,28,0.1172
InstallOptions.dll,0.7401,BENIGN,RANSOMWARE,0.3198,0.2711,0.58,0.2374,0.4499,0.2542,5.47,1,0,0,80,0.1956
CNET_242346.exe,0.2938,BENIGN,RANSOMWARE,0.0392,0.0179,0.1451,0.0199,0.0922,0.0189,3.91,0,0,0,1,0.0733
Dashlane_Launcher.exe,0.8972,BENIGN,RANSOMWARE,0.8485,0.2282,0.7879,0.1729,0.8182,0.2006,7.9,1,0,0,154,0.6176
CNET_245790.exe,0.2126,BENIGN,RANSOMWARE,0.0309,0.0031,0.0861,0.0024,0.0585,0.0027,4.13,0,0,0,1,0.0558
msjtes40.dll,0.7366,BENIGN,RANSOMWARE,0.2462,0.2807,0.3105,0.2374,0.2784,0.259,6.15,0,0,0,118,0.0193
1280.exe,0.5721,BENIGN,RANSOMWARE,0.0999,0.2321,0.1388,0.2374,0.1194,0.2347,7.85,0,0,0,1,0.1153
msys-svn_repos-1-0.dll,0.2001,BENIGN,SUSPICIOUS,0.0104,0.1135,0.0116,0.3373,0.011,0.2254,6.18,0,0,0,378,0.2144
CNET_252100.exe,0.23,BENIGN,RANSOMWARE,0.1777,0.8651,0.1476,0.7543,0.1627,0.8097,7.86,0,0,0,1,0.647
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0393,0.8651,0.0298,0.7546,0.0345,0.8098,7.88,0,0,0,1,0.7753
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,0.6516,BENIGN,RANSOMWARE,0.5896,0.019,0.2754,0.0375,0.4325,0.0282,6.14,0,0,0,0,0.4042
2085.exe,0.6623,BENIGN,RANSOMWARE,0.0941,0.2321,0.3666,0.2374,0.2304,0.2347,7.6,0,0,0,1,0.0044
Sourceforge_344.exe,0.9252,BENIGN,RANSOMWARE,0.3079,0.0179,0.6934,0.0199,0.5006,0.0189,2.84,0,0,0,1,0.4817
Sourceforge_4459.exe,0.4628,BENIGN,RANSOMWARE,0.2483,0.2321,0.1447,0.2374,0.1965,0.2347,7.89,0,0,0,1,0.0382
CNET_100363.exe,0.7,BENIGN,RANSOMWARE,0.047,0.8651,0.0652,0.7546,0.0561,0.8098,7.53,0,0,0,1,0.7537
WofTasks.dll,0.5049,BENIGN,RANSOMWARE,0.06,0.2321,0.0407,0.3313,0.0504,0.2817,5.49,1,0,0,88,0.2313
CNET_237700.exe,0.4895,BENIGN,RANSOMWARE,0.0303,0.0179,0.1181,0.0199,0.0742,0.0189,6.93,0,0,0,1,0.0553
MicrosoftEdgeUpdateSetup.exe,0.3953,BENIGN,RANSOMWARE,0.544,0.1758,0.3127,0.0644,0.4283,0.1201,7.93,0,0,0,142,0.3082
Sourceforge_7313.exe,0.3036,BENIGN,RANSOMWARE,0.1086,0.0179,0.2166,0.0199,0.1626,0.0189,7.23,0,0,0,1,0.1437
snxhk.dll,0.3606,BENIGN,RANSOMWARE,0.558,0.1298,0.2754,0.1633,0.4167,0.1466,5.96,0,0,0,115,0.2701
Sourceforge_5088.exe,0.5971,BENIGN,RANSOMWARE,0.0287,0.0179,0.1221,0.0199,0.0754,0.0189,7.1,0,0,0,1,0.0565
chrome_pwa_launcher.exe,0.2634,BENIGN,RANSOMWARE,0.2332,0.0734,0.253,0.0307,0.2431,0.052,6.34,0,0,0,182,0.191
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.9114,BENIGN,RANSOMWARE,0.7101,0.019,0.5984,0.0375,0.6542,0.0282,5.97,0,0,0,0,0.626
Sourceforge_2276.exe,0.2708,BENIGN,RANSOMWARE,0.0364,0.0179,0.1147,0.0199,0.0756,0.0189,5.44,0,0,0,1,0.0567
Sourceforge_3513.exe,0.2972,BENIGN,RANSOMWARE,0.031,0.0179,0.1221,0.0199,0.0765,0.0189,4.25,0,0,0,1,0.0576
Sourceforge_3518.exe,0.2755,BENIGN,RANSOMWARE,0.0232,0.0179,0.0986,0.0199,0.0609,0.0189,4.25,0,0,0,1,0.042
1260.exe,0.351,BENIGN,RANSOMWARE,0.0826,0.2321,0.0727,0.2374,0.0777,0.2347,7.71,0,0,0,1,0.157
git-bash.exe,0.7139,BENIGN,RANSOMWARE,0.3185,0.2321,0.3219,0.3341,0.3202,0.2831,7.55,0,0,0,86,0.0371
cookie_exporter.exe,0.3127,BENIGN,RANSOMWARE,0.0539,0.1298,0.1944,0.1633,0.1242,0.1466,6.13,0,0,0,76,0.0224
gdbserver.exe,0.4875,BENIGN,RANSOMWARE,0.087,0.4177,0.0925,0.456,0.0898,0.4369,6.36,0,0,0,154,0.3471
minidumper.exe,0.2987,BENIGN,RANSOMWARE,0.061,0.1298,0.0443,0.2698,0.0527,0.1998,4.22,0,0,0,34,0.1471
