file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
edit.dll,0.7,BENIGN,RANSOMWARE,0.0265,0.6015,0.0108,0.8404,0.0187,0.7209,6.06,0,0,0,87,0.7023
AVGBrowserCrashHandler64.exe,0.8523,BENIGN,RANSOMWARE,0.3732,0.1852,0.1441,0.2274,0.2586,0.2063,6.58,0,0,0,71,0.0523
rjvclassicapp.dll,0.7,BENIGN,RANSOMWARE,0.0133,0.8218,0.0,0.7743,0.0066,0.7981,6.36,0,0,0,282,0.7914
CNET_22006.exe,0.7,BENIGN,RANSOMWARE,0.0445,0.8415,0.0707,0.7671,0.0576,0.8043,7.65,0,0,0,1,0.7467
MRT.exe,0.8426,BENIGN,RANSOMWARE,0.4576,0.3171,0.3193,0.6738,0.3884,0.4955,7.53,0,0,0,275,0.107
InstallOptions.dll,0.7245,BENIGN,RANSOMWARE,0.3466,0.243,0.5465,0.2322,0.4466,0.2376,5.47,1,0,0,80,0.209
CNET_252100.exe,0.7,BENIGN,RANSOMWARE,0.1495,0.8692,0.1845,0.7671,0.167,0.8181,7.86,0,0,0,1,0.6512
Sourceforge_7542.exe,0.7,BENIGN,RANSOMWARE,0.0425,0.8415,0.0323,0.7671,0.0374,0.8043,7.88,0,0,0,1,0.7669
Sourceforge_344.exe,0.7279,BENIGN,RANSOMWARE,0.3122,0.0238,0.7257,0.0263,0.519,0.025,2.84,0,0,0,1,0.4939
CNET_100363.exe,0.7,BENIGN,RANSOMWARE,0.0504,0.8415,0.088,0.7671,0.0692,0.8043,7.53,0,0,0,1,0.7351
WofTasks.dll,0.7471,BENIGN,RANSOMWARE,0.0718,0.243,0.0311,0.3392,0.0515,0.2911,5.49,1,0,0,88,0.2397
CNET_203203.exe,0.8464,BENIGN,RANSOMWARE,0.3159,0.243,0.0869,0.2445,0.2014,0.2438,7.71,0,0,0,1,0.0424
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.6675,BENIGN,SUSPICIOUS,0.5759,0.0277,0.6943,0.0765,0.6351,0.0521,5.97,0,0,0,0,0.583
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0036,0.9062,0.0011,0.7671,0.0023,0.8367,6.22,0,0,0,128,0.8343
windows.cortana.onecore.dll,0.7,BENIGN,RANSOMWARE,0.0076,0.9271,0.0,0.7671,0.0038,0.8471,6.24,0,0,0,205,0.8433
