file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
Sourceforge_187.exe,0.334,BENIGN,RANSOMWARE,0.0158,0.3329,0.0286,0.3676,0.0222,0.3503,6.28,0,0,0,1,0.328
edit.dll,0.7,BENIGN,RANSOMWARE,0.0181,0.7036,0.0164,0.8186,0.0173,0.7611,6.06,0,0,0,87,0.7438
AVGBrowserCrashHandler64.exe,0.2229,BENIGN,RANSOMWARE,0.3132,0.1245,0.1916,0.1341,0.2524,0.1293,6.58,0,0,0,71,0.1231
CNET_34060.exe,0.6508,BENIGN,RANSOMWARE,0.4821,0.0582,0.4289,0.0189,0.4555,0.0386,8.0,0,0,0,1,0.4169
CNET_22006.exe,0.3793,BENIGN,RANSOMWARE,0.0507,0.858,0.0646,0.7529,0.0576,0.8055,7.65,0,0,0,1,0.7479
CNET_100796.exe,0.4106,BENIGN,RANSOMWARE,0.0155,0.0201,0.0887,0.0233,0.0521,0.0217,3.95,0,0,0,1,0.0305
Sourceforge_190.exe,0.2913,BENIGN,RANSOMWARE,0.0404,0.0201,0.1454,0.0233,0.0929,0.0217,6.14,0,0,0,1,0.0713
SystemPropertiesDataExecutionPrevention.exe,0.2312,BENIGN,RANSOMWARE,0.1053,0.3329,0.0914,0.2558,0.0984,0.2943,7.12,0,0,0,28,0.196
InstallOptions.dll,0.4062,BENIGN,RANSOMWARE,0.1199,0.2686,0.2757,0.2099,0.1978,0.2392,5.47,1,0,0,80,0.0414
Dashlane_Launcher.exe,0.2403,BENIGN,RANSOMWARE,0.2683,0.172,0.3018,0.16,0.285,0.166,7.9,1,0,0,154,0.1191
CNET_14950.exe,0.2722,BENIGN,RANSOMWARE,0.0185,0.1918,0.0241,0.1956,0.0213,0.1937,2.15,0,0,0,16,0.1724
msjtes40.dll,0.3214,BENIGN,RANSOMWARE,0.0837,0.3329,0.1084,0.2558,0.096,0.2943,6.15,0,0,0,118,0.1983
CNET_252100.exe,0.3347,BENIGN,RANSOMWARE,0.1467,0.8635,0.1112,0.7529,0.1289,0.8082,7.86,0,0,0,1,0.6793
Sourceforge_7542.exe,0.2145,BENIGN,RANSOMWARE,0.0495,0.858,0.021,0.7529,0.0352,0.8055,7.88,0,0,0,1,0.7702
Sourceforge_344.exe,0.402,BENIGN,RANSOMWARE,0.0656,0.0201,0.1147,0.0233,0.0902,0.0217,2.84,0,0,0,1,0.0685
CNET_100363.exe,0.2808,BENIGN,RANSOMWARE,0.0527,0.858,0.055,0.7529,0.0539,0.8055,7.53,0,0,0,1,0.7516
Sourceforge_2538.exe,0.6464,BENIGN,RANSOMWARE,0.1838,0.0201,0.2571,0.0233,0.2205,0.0217,7.13,0,0,0,1,0.1988
Sourceforge_7351.exe,0.334,BENIGN,RANSOMWARE,0.0158,0.3329,0.0286,0.3676,0.0222,0.3503,6.28,0,0,0,1,0.328
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,0.2606,BENIGN,RANSOMWARE,0.2193,0.0213,0.1201,0.0318,0.1697,0.0265,5.97,0,0,0,0,0.1432
CNET_21971.exe,0.252,BENIGN,RANSOMWARE,0.0155,0.3329,0.0134,0.3676,0.0145,0.3503,6.46,0,0,0,1,0.3358
406.exe,0.2346,BENIGN,RANSOMWARE,0.0375,0.0201,0.0705,0.0233,0.054,0.0217,3.67,0,0,0,1,0.0324
rrinstaller_2074.exe,0.7,BENIGN,RANSOMWARE,0.0087,0.93,0.0023,0.7529,0.0055,0.8415,6.22,0,0,0,128,0.836
windows.cortana.onecore.dll,0.7,BENIGN,RANSOMWARE,0.0035,0.9242,0.0,0.7529,0.0017,0.8386,6.24,0,0,0,205,0.8368
git-bash.exe,0.6154,BENIGN,RANSOMWARE,0.272,0.1918,0.3188,0.3437,0.2954,0.2677,7.55,0,0,0,86,0.0276
Sourceforge_3362.exe,0.2273,BENIGN,RANSOMWARE,0.1053,0.0966,0.1969,0.0675,0.1511,0.0821,5.35,0,0,0,57,0.0691
softonic107.exe,0.2099,BENIGN,SUSPICIOUS,0.232,0.0057,0.1923,0.0068,0.2121,0.0062,7.21,0,0,0,0,0.2059
CNET_13111.exe,0.8574,BENIGN,RANSOMWARE,0.4102,0.5021,0.4473,0.5642,0.4288,0.5331,7.99,0,0,0,0,0.1044
ResBParser.dll,0.4346,BENIGN,RANSOMWARE,0.2718,0.2189,0.2461,0.3117,0.259,0.2653,6.02,0,0,0,74,0.0063
xgboost.dll,0.3187,BENIGN,RANSOMWARE,0.0837,0.2192,0.0719,0.286,0.0778,0.2526,6.74,0,0,0,213,0.1748
AVGBrowserInstaller.exe,0.2686,BENIGN,RANSOMWARE,0.2653,0.1245,0.3143,0.1142,0.2898,0.1193,8.0,0,0,0,55,0.1705
msedge.dll,0.7,BENIGN,RANSOMWARE,0.0571,0.0249,0.0632,0.0269,0.0601,0.0259,6.71,0,1,0,512,0.0342
Sourceforge_4338.exe,0.4141,BENIGN,RANSOMWARE,0.0515,0.0201,0.2164,0.0233,0.1339,0.0217,6.2,0,0,0,1,0.1123
Sourceforge_3108.exe,0.4479,BENIGN,RANSOMWARE,0.2761,0.0201,0.0736,0.0233,0.1748,0.0217,7.0,0,0,0,1,0.1532
spfileq.dll,0.2289,BENIGN,RANSOMWARE,0.0998,0.7809,0.0552,0.4337,0.0775,0.6073,6.49,0,0,0,117,0.5298
ir32_32original.dll,0.496,BENIGN,RANSOMWARE,0.1218,0.5518,0.1718,0.3117,0.1468,0.4317,5.13,0,0,0,53,0.2849
Sourceforge_1886.exe,0.3844,BENIGN,RANSOMWARE,0.0182,0.0201,0.0906,0.0233,0.0544,0.0217,4.4,0,0,0,1,0.0327
gnsdk_fp.dll,0.8212,BENIGN,RANSOMWARE,0.3012,0.9551,0.4101,0.8436,0.3557,0.8993,6.82,0,0,0,86,0.5437
NSIS.exe,0.5209,BENIGN,RANSOMWARE,0.3577,0.9519,0.1233,0.7529,0.2405,0.8524,6.54,1,0,0,162,0.6119
Windows.UI.Internal.Input.ExpressiveInput.Resource.dll,0.356,BENIGN,RANSOMWARE,0.3603,0.1434,0.3327,0.1423,0.3465,0.1429,7.8,0,0,0,0,0.2036
graywallsetup.exe,0.6004,BENIGN,RANSOMWARE,0.1029,0.4826,0.058,0.7491,0.0805,0.6158,7.98,0,0,0,83,0.5353
