file,fusion_prob,actual,verdict,pb_rf,pa_rf,pb_xgb,pa_xgb,pb_lgbm,pa_lgbm,pb_cat,pa_cat,avg_behavior,avg_artifact,entropy,size_anomaly,shadow_del,signed,num_imports,disagreement
38df9f7ee6504ebae134f8f446caaa0cf9f7c2c258f51023bc7eddd68e5aad12.exe,0.1746,MALWARE,BENIGN,0.0255,0.018,0.0376,0.0243,0.0608,0.0242,0.1157,0.0204,0.0599,0.0217,6.83,0,0,0,1,0.0382
85a18f6e3b67c2ebfa27e559515140171348085a4929f95531df15edccd3c4d8.exe,0.3342,MALWARE,BENIGN,0.2768,0.0726,0.3795,0.067,0.3257,0.0846,0.486,0.0827,0.367,0.0767,6.41,0,0,0,0,0.2903
bcb5833e9b9ff99e6d2001552ad663f511bc57af02ca6ecacb188130fd8d753f.exe,0.1183,MALWARE,BENIGN,0.0253,0.018,0.0058,0.0243,0.0152,0.0242,0.0239,0.0204,0.0175,0.0217,7.43,0,0,0,1,0.0042
6bfaba7f6d10242872a5616340c1e6beba3b2d285d59ed79b63272ea1f2c968e.exe,0.1222,MALWARE,BENIGN,0.0132,0.018,0.0547,0.0243,0.0395,0.0242,0.0387,0.0204,0.0365,0.0217,4.29,0,0,0,1,0.0148
60ab87df9a77924e9f12484fa94f63fa4bb4c646072cf4b002492f59b1ee0103.exe,0.3655,MALWARE,BENIGN,0.2233,0.0993,0.2558,0.2486,0.2902,0.2062,0.748,0.0852,0.3793,0.1598,7.25,0,0,0,34,0.2195
e2cd9ed64fde196fd80804cf0fbbc235c82f4362b21cbcae9541f426b4c029d0_3252.exe,0.1816,MALWARE,BENIGN,0.1441,0.0091,0.2364,0.0016,0.2828,0.0017,0.2452,0.0051,0.2271,0.0044,6.05,0,0,0,193,0.2228
VirusShare_be8fcbe796af1267a45b9cba4ed08335.exe,0.1176,MALWARE,BENIGN,0.0141,0.018,0.0343,0.0243,0.0399,0.0242,0.0172,0.0204,0.0264,0.0217,6.9,0,0,0,1,0.0047
d551a474ecf0b7d1ba6dda319e3b77fdecf39489eaf14b7d8837002f2d31387b.exe,0.2363,MALWARE,BENIGN,0.0872,0.2864,0.0312,0.2486,0.0302,0.2484,0.1477,0.2695,0.0741,0.2632,7.99,0,0,0,1,0.1891
VirusShare_8441d32f80ef2c7772b25db4b95aab4f.exe,0.1071,MALWARE,BENIGN,0.0024,0.0726,0.0041,0.067,0.0046,0.0846,0.0045,0.0827,0.0039,0.0767,5.25,0,0,0,1,0.0728
dccc689c986e357d5dbdc987e72e6b8a0e9017cbf347449b27c84b8b7b9d507a.exe,0.4603,MALWARE,BENIGN,0.2065,0.4672,0.0845,0.7191,0.1007,0.5703,0.3811,0.214,0.1932,0.4927,3.88,0,0,0,28,0.2995
98c9e56cba271bf7b32fc17d7966d067d9b549594f8dc60c941f93346e376c00.exe,0.5169,MALWARE,BENIGN,0.1493,0.2864,0.1963,0.2486,0.2072,0.2484,0.1819,0.2695,0.1837,0.2632,7.95,0,0,0,1,0.0796
f9c5420c0f039a178f5495ecfb657f8da383624e0cf7f02c645fbdfa95e2e8b9.exe,0.6622,MALWARE,SUSPICIOUS,0.1737,0.2864,0.261,0.2486,0.2944,0.2484,0.164,0.2695,0.2233,0.2632,7.93,0,0,0,1,0.04
VirusShare_7207d7d308e600d53bc7a0b1536680aa.exe,0.1141,MALWARE,BENIGN,0.0141,0.0726,0.0073,0.067,0.0229,0.0846,0.0126,0.0827,0.0142,0.0767,6.16,0,0,0,1,0.0625
deb43e7f95ff24a190394c9c92b56c33d31fd10c9a52c19694c5d45b2a60b7b5.exe,0.1242,MALWARE,BENIGN,0.0117,0.018,0.095,0.0243,0.0307,0.0242,0.0108,0.0204,0.037,0.0217,4.24,0,0,0,1,0.0153
81d7b2b6e5566698ac4465ef8e720ab06f53045fdfcf8b74be09cb118b8ab993.exe,0.2738,MALWARE,BENIGN,0.0224,0.0726,0.1326,0.067,0.09,0.0846,0.0172,0.0827,0.0656,0.0767,6.2,0,0,0,1,0.0111
23bdeb9ae6a8f414c33ed8baf2de46477d0bc7f469dd543d60332a04e0b7c039.exe,0.5424,MALWARE,SUSPICIOUS,0.1493,0.1549,0.0973,0.0336,0.2068,0.0967,0.2236,0.3179,0.1693,0.1508,7.95,0,0,0,1,0.0185
5ff8f64c4f30268e388f898e0540163158b5941f9c0900d50c4d2fd9d1062e4c.exe,0.3809,MALWARE,BENIGN,0.1402,0.2864,0.1273,0.2486,0.1583,0.2484,0.1722,0.2695,0.1495,0.2632,7.76,0,0,0,1,0.1137
94658982002db6acea22c68b7619f71154933effd6428a81a235aba6e2789328.exe,0.1756,MALWARE,BENIGN,0.0305,0.0014,0.0234,0.0014,0.0962,0.0026,0.1094,0.0007,0.0649,0.0015,3.34,0,0,0,1,0.0634
e2cd9ed64fde196fd80804cf0fbbc235c82f4362b21cbcae9541f426b4c029d0.exe,0.1816,MALWARE,BENIGN,0.1441,0.0091,0.2364,0.0016,0.2828,0.0017,0.2452,0.0051,0.2271,0.0044,6.05,0,0,0,193,0.2228
Gas.exe,0.5695,MALWARE,SUSPICIOUS,0.0538,0.2433,0.0723,0.1923,0.0762,0.3204,0.0245,0.4208,0.0567,0.2942,4.54,0,0,0,7,0.2375
bdbba6afa1fe6a41d85a712ddb48c6fb9057df42cc9e318ea582d5535008025c.exe,0.2084,MALWARE,BENIGN,0.0542,0.2864,0.0466,0.2486,0.0762,0.2484,0.157,0.2695,0.0835,0.2632,7.59,0,0,0,1,0.1797
